Formulation_ID,product_name,tox_doc_product,doc_rel,doc_source,판정,근거유형,근거,문서Section3_CAS,우리_CAS,y_eye_src,y_skin_src,y_sens_src,라벨오염_eye,라벨오염_skin,라벨오염_sens,신뢰도
EyeIrritation6pack_PID790,Pursuit/Dimethenamide,Dimethenamid,ingredient_source_audit/highlighted/1ed7f5e959f99806_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(2)['81335-77-5', '87674-68-8'] vs 문서Section3CAS(1)['87674-68-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=7870 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→부분일치 수정",87674-68-8,81335-77-5|87674-68-8,ntp_measured,,sds_v1,False,N/A,False,중간
EyeIrritation6pack_PID794,Pyridalyl,Pyridalyl,ingredient_source_audit/highlighted/7465fbdf0c0411cb_highlighted.pdf,local,일치,제품명동일,우리CAS(1)['179101-81-6'] vs 문서Section3CAS(1)['179101-81-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=pyridalyl | 문서추출문자수=8079,179101-81-6,179101-81-6,ntp_measured,sds_2nd_sec11,sds_v1,False,False,False,높음
EyeIrritation6pack_PID796,Quadris Top,QUADRIS,ingredient_source_audit/highlighted/4be9f03154a97869_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(1)['119446-68-3'] vs 문서Section3CAS(8)['131860-33-8', '256-00-8', '2634-33-5', '57-55-6', '67-56-1', '68425-94-5', '68439-49-6', '88-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=quadris | 문서추출문자수=10842 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'QUADRIS' 대조",131860-33-8|256-00-8|2634-33-5|57-55-6|67-56-1|68425-94-5|68439-49-6|88-00-6,119446-68-3,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID80,Amore DF,Compare To PARIS AMOUR by BBW ® F21471,ingredient_source_audit/highlighted/bdfc88147bf4e6a2_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['219714-96-2', '82558-50-7'] vs 문서Section3CAS(24)['101-86-0', '10339-55-6', '105-87-3', '106-24-1', '107-75-5', '111879-80-2', '118-58-1', '1205-17-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=15559",101-86-0|10339-55-6|105-87-3|106-24-1|107-75-5|111879-80-2|118-58-1|1205-17-0|121-33-5|1222-05-5|127-51-5|13351-61-6|18127-01-0|24851-98-7|2705-87-5|28219-61-6|31906-04-4|54464-57-2|5989-27-5|6259-76-3|63500-71-0|65113-99-7|78-70-6|81782-77-6,219714-96-2|82558-50-7,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID800,Raid Ant & Roach Killer with Germ Kill CIK,Hot Shot Ant & Roach Plus Germ Killer2,ingredient_source_audit/highlighted/67317f1d65d94142_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(11)['23031-36-9', '51-03-6', '5131-66-8', '52315-07-8', '52645-53-1', '64742-47-8', '68391-01-5', '74-98-6'] vs 문서Section3CAS(8)['23031-36-9', '5131-66-8', '52315-07-8', '64742-47-8', '68391-01-5', '74-98-6', '75-28-5', '85409-23-0'] | NTP앵커CAS교집합=없음 | 문서본문에서 발견된 우리 성분명='permethrin' | 제품명토큰교집합=ant|germ|roach | 문서추출문자수=13169 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Hot Shot Ant & Roach Plus Germ Killer2' 대조",23031-36-9|5131-66-8|52315-07-8|64742-47-8|68391-01-5|74-98-6|75-28-5|85409-23-0,23031-36-9|51-03-6|5131-66-8|52315-07-8|52645-53-1|64742-47-8|68391-01-5|74-98-6|75-28-5|85409-23-0|90-43-7,ntp_measured,sds_v1,,False,False,N/A,중간
EyeIrritation6pack_PID811,RebelEx,Acryl - Rebel,ingredient_source_audit/highlighted/b8a13283845de3e9_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['122008-85-9', '219714-96-2'] vs 문서Section3CAS(3)['112945-52-5', '8-00-0', '94-36-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=20130",112945-52-5|8-00-0|94-36-0,122008-85-9|219714-96-2,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID819,Ridomil Gold MZ WG,Metalaxyl-M,ingredient_source_audit/ordered_option_runs/highlighted_sources/G033_70630-17-0_ChemBlink_Sigma_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(2)['70630-17-0', '8018-01-7'] vs 문서Section3CAS(2)['163-00-0', '70630-17-0'] | NTP앵커CAS교집합=['70630-17-0'] | 문서본문에서 발견된 우리 성분명='metalaxyl-m' | 제품명토큰교집합= | 문서추출문자수=11254",163-00-0|70630-17-0,70630-17-0|8018-01-7,ntp_measured,,,False,N/A,N/A,높음
EyeIrritation6pack_PID827,Rotam 2F Ornamental Insecticide,Lucid Ornamental Miticide/Insecticide,ingredient_source_audit/highlighted/dbc150bb88eac526_highlighted.pdf,local,상표명대응,CAS일치,"우리CAS(3)['138261-41-3', '65195-56-4', '71751-41-2'] vs 문서Section3CAS(3)['65195-55-3', '65195-56-4', '71751-41-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=ornamental | 문서추출문자수=13208 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→상표명대응 수정",65195-55-3|65195-56-4|71751-41-2,138261-41-3|65195-56-4|71751-41-2,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID828,Rotam Imidacloprid,Imidacloprid ROTICHROM® Pestilyse® HPLC,ingredient_source_audit/highlighted/ec4a4c92622381e4_highlighted.pdf,local,일치,외부지식,"우리CAS(2)['138261-41-3', '252-00-4'] vs 문서Section3CAS(2)['138261-41-3', '252-00-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=imidacloprid | 문서추출문자수=10875 | 수동판정(규칙엔진=상표명대응→일치); 제품명/상표명 지식 및 문서 기재 제품명 'Imidacloprid ROTICHROM® Pestilyse® HPLC' 대조",138261-41-3|252-00-4,138261-41-3|252-00-4,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID829,ROTAM Methomyl 29LV Insecticide,NUDRINTM SP Insecticide / Methomyl 90% SP (900g/kg) (Soluble Powder in Water Soluble Packets),ingredient_source_audit/highlighted/2a4cdba7430141c3_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['16752-77-5'] vs 문서Section3CAS(1)['16752-77-5'] | NTP앵커CAS교집합=['16752-77-5'] | 문서본문에서 발견된 우리 성분명='methomyl' | 제품명토큰교집합=methomyl | 문서추출문자수=12366,16752-77-5,16752-77-5,ntp_measured,sds_v1,,False,False,N/A,높음
EyeIrritation6pack_PID838,S-Metolachlor & Mesotrione,S-Metolachlor,ingredient_source_audit/highlighted/f7d0674de986bc8f_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(3)['104206-82-8', '432-00-4', '87392-12-9'] vs 문서Section3CAS(2)['432-00-4', '87392-12-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=metolachlor | 문서추출문자수=12082 | 수동판정(규칙엔진=일치→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'S-Metolachlor' 대조",432-00-4|87392-12-9,104206-82-8|432-00-4|87392-12-9,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID841,Safer Brand 3-in-1 Concentrate,Safer Brand Home Outdoor Pest Control,ingredient_source_audit/highlighted/4519860c6eac68cf_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['7704-34-9'] vs 문서Section3CAS(2)['8000-34-4', '8001-29-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=brand|safer | 문서추출문자수=9501",8000-34-4|8001-29-4,7704-34-9,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID844,Safer Garden Fungicide Ready to Use,Garden Safe® Brand Fungicide3,ingredient_source_audit/highlighted/b7f2436474b59cf3_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(2)['7704-34-9', '947173-77-5'] vs 문서Section3CAS(1)['947173-77-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12011 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→부분일치 수정",947173-77-5,7704-34-9|947173-77-5,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID854,Sativa IMX Max,"Cannabis sativa, extract (essential oil; terpenes)",ingredient_source_audit/highlighted/d89647583b39fb28_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['107534-96-3', '137-26-8', '138261-41-3', '57837-19-1'] vs 문서Section3CAS(28)['118-65-0', '123-35-3', '127-91-3', '13474-59-4', '138-86-3', '2159055-70-4', '235-00-2', '2639-63-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=sativa | 문서추출문자수=19337",118-65-0|123-35-3|127-91-3|13474-59-4|138-86-3|2159055-70-4|235-00-2|2639-63-6|29-00-7|3338-55-4|3691-11-0|3691-12-1|3779-61-1|470-82-6|495-61-4|502-61-4|507-70-0|555-10-2|586-62-9|6753-98-6|78-70-6|79-92-5|80-56-8|87-44-5|98-55-5|99-83-2|99-85-4|99-86-5,107534-96-3|137-26-8|138261-41-3|57837-19-1,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID860,Scimitar GR Insecticide,SCIMITAR CS,ingredient_source_audit/highlighted/ec7e9870eec92980_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['91465-08-6'] vs 문서Section3CAS(1)['91465-08-6'] | NTP앵커CAS교집합=['91465-08-6'] | 문서본문에서 발견된 우리 성분명='lambda-cyhalothrin' | 제품명토큰교집합=scimitar | 문서추출문자수=14204,91465-08-6,91465-08-6,ntp_measured,,,False,N/A,N/A,높음
EyeIrritation6pack_PID863,Secure Dry Insecticide,Cutter Dry Insect Repellent,ingredient_source_audit/highlighted/f3ef9199ef51964a_highlighted.pdf,local,오연결,외부지식,"우리CAS(4)['106-97-8', '134-62-3', '64-17-5', '75-28-5'] vs 문서Section3CAS(4)['106-97-8', '134-62-3', '64-17-5', '75-28-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=dry | 문서추출문자수=12864 | 수동판정(규칙엔진=상표명대응→오연결); 제품명/상표명 지식 및 문서 기재 제품명 'Cutter Dry Insect Repellent' 대조",106-97-8|134-62-3|64-17-5|75-28-5,106-97-8|134-62-3|64-17-5|75-28-5,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID865,Sedaxane,"Warden Cereals WRII Fungicide, Insecticide",ingredient_source_audit/highlighted/893c51d658e295ff_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(1)['874967-67-6'] vs 문서Section3CAS(10)['119446-68-3', '13141-86-1', '13463-67-7', '14807-96-6', '153710-23-4', '56-81-5', '57-55-6', '69516-34-3'] | NTP앵커CAS교집합=['874967-67-6'] | 문서본문에서 발견된 우리 성분명='sedaxane' | 제품명토큰교집합= | 문서추출문자수=17668",119446-68-3|13141-86-1|13463-67-7|14807-96-6|153710-23-4|56-81-5|57-55-6|69516-34-3|70630-17-9|874967-67-6,874967-67-6,ntp_measured,,sds_v1,False,N/A,False,높음
EyeIrritation6pack_PID869,Sharda Glyphosate,Glyphosate 36% SL,ingredient_source_audit/highlighted/bd4ce9d7e9074024_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(3)['1071-83-6', '38641-94-0', '431040-31-2'] vs 문서Section3CAS(3)['38641-94-0', '431040-31-2', '67952-32-3'] | NTP앵커CAS교집합=없음 | 문서본문에서 발견된 우리 성분명='glyphosate' | 제품명토큰교집합=glyphosate | 문서추출문자수=15583 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Glyphosate 36% SL' 대조",38641-94-0|431040-31-2|67952-32-3,1071-83-6|38641-94-0|431040-31-2,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID871,Shelter Island Plus,Shelter Island Plus,ingredient_source_audit/highlighted/e60140ff81358a3b_highlighted.pdf,local,일치,제품명동일,"우리CAS(6)['122454-29-9', '1330-20-7', '13463-41-7', '14807-96-6', '64742-94-5', '7727-43-1'] vs 문서Section3CAS(7)['122454-29-9', '1314-13-2', '1330-20-7', '13463-41-7', '14807-96-6', '64742-94-5', '7727-43-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=island|shelter | 문서추출문자수=12247",122454-29-9|1314-13-2|1330-20-7|13463-41-7|14807-96-6|64742-94-5|7727-43-1,122454-29-9|1330-20-7|13463-41-7|14807-96-6|64742-94-5|7727-43-1,ntp_measured,sds_2nd_sec11,sds_v1,False,False,False,높음
EyeIrritation6pack_PID873,Shield Herbicide,SHIELD PRO™,ingredient_source_audit/highlighted/cc218cc5e4d5c2f0_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['118-74-1', '77182-82-2'] vs 문서Section3CAS(3)['118-74-1', '57754-85-5', '65-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=shield | 문서추출문자수=11800",118-74-1|57754-85-5|65-00-6,118-74-1|77182-82-2,ntp_measured,,sds_v1,False,N/A,True,중간
EyeIrritation6pack_PID893,SP5411,ENNIATIN B,ingredient_source_audit/ordered_option_runs/highlighted_sources/G006_917-13-5_ChemBlink_Sigma_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['56425-91-3', '76738-62-0', '917-13-5', '95266-40-3'] vs 문서Section3CAS(1)['917-13-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12308",917-13-5,56425-91-3|76738-62-0|917-13-5|95266-40-3,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID916,Superfine Wettable Sulphur,Superfine Sulfur (Product Name: Sulfur),ingredient_source_audit/highlighted/8b7711a15122e818_highlighted.pdf,local,상표명대응,조성일치,"우리CAS(1)['7704-34-9'] vs 문서Section3CAS(2)['7704-34-9', '94-00-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=superfine | 문서추출문자수=10885",7704-34-9|94-00-1,7704-34-9,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID920,Swagger,SWAGGER®,ingredient_source_audit/highlighted/50f76252cff897f5_highlighted.pdf,local,일치,제품명동일,"우리CAS(3)['138261-41-3', '82657-04-3', '872-50-4'] vs 문서Section3CAS(5)['105827-78-9', '138261-41-3', '82657-04-3', '83322-02-5', '872-50-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=swagger | 문서추출문자수=20040",105827-78-9|138261-41-3|82657-04-3|83322-02-5|872-50-4,138261-41-3|82657-04-3|872-50-4,ntp_measured,,sds_v1,False,N/A,False,높음
EyeIrritation6pack_PID926,T-Methyl G-Pro 50 WSB Fungicide,T-Methyl E-Ag 4.5 F Fungicide,ingredient_source_audit/highlighted/a85403fec21bbcc0_highlighted.pdf,local,부분일치,CAS일치,우리CAS(1)['23564-05-8'] vs 문서Section3CAS(1)['23564-05-8'] | NTP앵커CAS교집합=['23564-05-8'] | 문서본문에서 발견된 우리 성분명='thiophanate-methyl' | 제품명토큰교집합=methyl | 문서추출문자수=13796,23564-05-8,23564-05-8,ntp_measured,,sds_v1,False,N/A,False,높음
EyeIrritation6pack_PID932,TC-314,"Trichloroacetic acid ≥99 %, p.a.",ingredient_source_audit/highlighted/0a21cbe65dc02950_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(3)['122453-73-0', '23031-36-9', '95737-68-1'] vs 문서Section3CAS(2)['4-00-7', '76-03-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=10990",4-00-7|76-03-9,122453-73-0|23031-36-9|95737-68-1,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID936,TC 240,SYSTEM TC 240 ANTISLITTANTE CINGHIE - ANTI SLIPPING STRAPS SPRAY ML 400,ingredient_source_audit/highlighted/a30d6f309123182a_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['23031-36-9', '91465-08-6'] vs 문서Section3CAS(4)['110-82-7', '17-00-1', '199-00-1', '68476-40-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=240 | 문서추출문자수=11361 | 수동판정(규칙엔진=일치→오연결); 제품명/상표명 지식 및 문서 기재 제품명 'SYSTEM TC 240 ANTISLITTANTE CINGHIE - ANTI SLIPPING STRAPS S' 대조",110-82-7|17-00-1|199-00-1|68476-40-4,23031-36-9|91465-08-6,ntp_measured,sds_v1,sds_v1,False,True,True,높음
EyeIrritation6pack_PID940,TC 281,2-Amino-2-methyl-1-propanol,ingredient_source_audit/ordered_option_runs/highlighted_sources/G038_124-68-5_ChemBlink_Sigma_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(1)['131341-86-1'] vs 문서Section3CAS(2)['124-68-5', '70-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=12749",124-68-5|70-00-6,131341-86-1,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID960,Tempo 0.1 Granular Insecticide,TEMPO RESIDUAL INSECTICIDE,ingredient_source_audit/highlighted/ff0ebd75d0a64547_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(1)['68359-37-5'] vs 문서Section3CAS(7)['112926-00-8', '14548-60-8', '1820573-27-0', '26172-55-4', '2682-20-4', '55965-84-9', '56-81-5'] | NTP앵커CAS교집합=없음 | 문서본문에서 발견된 우리 성분명='cyfluthrin' | 제품명토큰교집합=tempo | 문서추출문자수=11719 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'TEMPO RESIDUAL INSECTICIDE' 대조",112926-00-8|14548-60-8|1820573-27-0|26172-55-4|2682-20-4|55965-84-9|56-81-5,68359-37-5,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID965,Tetrasan 5 WDG,TetraSan® 5 WDG,ingredient_source_audit/highlighted/e155bfa6c5a709c6_highlighted.pdf,local,일치,조성일치,"우리CAS(3)['1332-58-7', '153233-91-1', '7783-20-2'] vs 문서Section3CAS(3)['1332-58-7', '153233-91-1', '7783-20-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=tetrasan|wdg | 문서추출문자수=12356",1332-58-7|153233-91-1|7783-20-2,1332-58-7|153233-91-1|7783-20-2,ntp_measured,,sds_v1,False,N/A,False,중간
EyeIrritation6pack_PID966,Texan Glyphosate,TITAN GLYPHOSATE 360 HERBICIDE,ingredient_source_audit/highlighted/ab1bcfa39fbe2dd5_highlighted.pdf,local,부분일치,외부지식,우리CAS(1)['1071-83-6'] vs 문서Section3CAS(1)['1071-83-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=glyphosate | 문서추출문자수=14944 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'TITAN GLYPHOSATE 360 HERBICIDE' 대조,1071-83-6,1071-83-6,ntp_measured,sds_2nd_sec11,sds_v1,False,False,False,중간
EyeIrritation6pack_PID976,Thiencarbazone-methyl,Thiencarbazone-methyl,ingredient_source_audit/highlighted/5f8cfa4e7028e8dc_highlighted.pdf,local,일치,제품명동일,우리CAS(1)['317815-83-1'] vs 문서Section3CAS(1)['317815-83-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=methyl|thiencarbazone | 문서추출문자수=7817,317815-83-1,317815-83-1,ntp_measured,,,False,N/A,N/A,높음
EyeIrritation6pack_PID977,Three-Way VAP,Section® Three,ingredient_source_audit/highlighted/0df309adc32d174c_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(7)['125225-28-7', '210880-92-5', '57837-19-1', '64742-94-5', '91-20-3', '95-63-6', '99129-21-2'] vs 문서Section3CAS(5)['108-67-8', '64742-94-5', '91-20-3', '95-63-6', '99129-21-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=three | 문서추출문자수=16436",108-67-8|64742-94-5|91-20-3|95-63-6|99129-21-2,125225-28-7|210880-92-5|57837-19-1|64742-94-5|91-20-3|95-63-6|99129-21-2,ntp_measured,sds_v1,sds_v1,False,True,True,중간
EyeIrritation6pack_PID978,Three Way Peanut Seed Treatment Fungicide,TRIO EXTRA SEED TREATMENT FUNGICIDE,ingredient_source_audit/highlighted/3726b4e8435ad177_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(4)['133-06-2', '141517-21-7', '56-81-5', '57837-19-1'] vs 문서Section3CAS(5)['131341-86-1', '131860-33-8', '56-81-5', '69516-34-3', '70630-17-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=seed|treatment | 문서추출문자수=14311 | 2차재검: 문서Section3 CAS와 우리 활성성분 CAS 교집합 존재 및 상표명↔활성성분 지식 대조로 오연결→부분일치 수정",131341-86-1|131860-33-8|56-81-5|69516-34-3|70630-17-0,133-06-2|141517-21-7|56-81-5|57837-19-1,ntp_measured,sds_2nd_sec11,sds_v1,False,False,False,중간
EyeIrritation6pack_PID983,Tital FL,Compare to BOMBSHELL WILD FLOWER by Victoria's Secret ® F35268,ingredient_source_audit/highlighted/434ba1b62496b644_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(4)['137-26-8', '210880-92-5', '5234-68-4', '57837-19-1'] vs 문서Section3CAS(19)['103-95-7', '10339-55-6', '105-87-3', '107-75-5', '115-95-7', '118-58-1', '1205-17-0', '1222-05-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=14304",103-95-7|10339-55-6|105-87-3|107-75-5|115-95-7|118-58-1|1205-17-0|1222-05-5|127-51-5|128-37-0|18479-58-8|24851-98-7|54464-57-2|55066-48-3|58567-11-6|5989-27-5|63500-71-0|67634-14-4|78-70-6,137-26-8|210880-92-5|5234-68-4|57837-19-1,ntp_measured,sds_v1,sds_v1,False,True,True,중간
MIX1,0.08% Mesotrione on Fertilizer,Meso 4SC Select,ingredient_source_audit/highlighted/538caf56df65ee88_highlighted.pdf,local,부분일치,외부지식,우리CAS(1)['104206-82-8'] vs 문서Section3CAS(1)['104206-82-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=9532 | 수동판정(규칙엔진=오연결→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Meso 4SC Select' 대조,104206-82-8,104206-82-8,,ntp_measured,,N/A,False,N/A,중간
MIX1000,Fir balsam Oregon,Organic Balsam Fir Essential Oil (Abies balsamea) / ESSENTIAL OIL OF FIR BALSAM ORGANIC FROM CANADA,ingredient_source_audit/highlighted/02b836a7102a0c93_highlighted.pdf,local,부분일치,외부지식,"우리CAS(0)[] vs 문서Section3CAS(12)['123-35-3', '127-91-3', '13466-78-9', '475-20-7', '555-10-2', '586-62-9', '5989-27-5', '79-92-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=balsam|fir | 문서추출문자수=9059 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Organic Balsam Fir Essential Oil (Abies balsamea) / ESSENTIA' 대조",123-35-3|127-91-3|13466-78-9|475-20-7|555-10-2|586-62-9|5989-27-5|79-92-5|80-56-8|8007-47-4|85085-34-3|98-55-5,,sds_v1,sds_v1,sds_v1,False,False,False,중간
MIX1001,Cubeb oil,Oil of cubeb natural (article number: 6608),ingredient_source_audit/highlighted/9001bea5839df0c9_highlighted.pdf,local,일치,외부지식,"우리CAS(10)['106-23-0', '106-24-1', '106-26-3', '123-35-3', '127-91-3', '3387-41-5', '470-82-6', '78-70-6'] vs 문서Section3CAS(17)['106-23-0', '106-24-1', '106-25-2', '106-26-3', '123-35-3', '127-91-3', '138-86-3', '141-27-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=cubeb | 문서추출문자수=13667 | 수동판정(규칙엔진=상표명대응→일치); 제품명/상표명 지식 및 문서 기재 제품명 'Oil of cubeb natural (article number: 6608)' 대조",106-23-0|106-24-1|106-25-2|106-26-3|123-35-3|127-91-3|138-86-3|141-27-5|235-00-2|241-00-5|29-00-7|3387-41-5|470-82-6|78-70-6|80-56-8|87-44-5|90063-59-5,106-23-0|106-24-1|106-26-3|123-35-3|127-91-3|3387-41-5|470-82-6|78-70-6|80-56-8|87-44-5,sds_v1,sds_v1,sds_v1,False,False,False,중간
MIX1002,Cedarwood oil Atlas,Organic Pure Cedarwood Atlas Essential Oil,ingredient_source_audit/highlighted/41e679697c8f495a_highlighted.pdf,local,일치,외부지식,"우리CAS(0)[] vs 문서Section3CAS(5)['17627-44-0', '469-61-4', '475-20-7', '8023-85-6', '92201-55-3'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=atlas|cedarwood | 문서추출문자수=13890 | 수동판정(규칙엔진=상표명대응→일치); 제품명/상표명 지식 및 문서 기재 제품명 'Organic Pure Cedarwood Atlas Essential Oil' 대조",17627-44-0|469-61-4|475-20-7|8023-85-6|92201-55-3,,sds_v1,sds_v1,sds_v1,False,False,False,중간
MIX1004,Gurjun oil,1540 Gurjum / Trade Name: Gurjum (Dipterocarpus turbinatus),ingredient_source_audit/highlighted/6b554f569c17112e_highlighted.pdf,local,일치,외부지식,"우리CAS(1)['87-44-5'] vs 문서Section3CAS(3)['8030-55-5', '87-44-5', '93165-18-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=9610 | 수동판정(규칙엔진=오연결→일치); 제품명/상표명 지식 및 문서 기재 제품명 '1540 Gurjum / Trade Name: Gurjum (Dipterocarpus turbinatus)' 대조",8030-55-5|87-44-5|93165-18-5,87-44-5,sds_v1,sds_v1,sds_v1,False,False,False,중간
MIX1007,Myrrh absolute,,ingredient_source_audit/highlighted/d325f764dabc101c_highlighted.html,local,불명,판독불가,"우리CAS(2)['8016-37-3', '84929-26-0'] vs 문서Section3CAS(2)['8016-37-3', '84929-26-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=30318 | 수동판정(규칙엔진=일치→불명); 제품명/상표명 지식 및 문서 기재 제품명 'nan' 대조",8016-37-3|84929-26-0,8016-37-3|84929-26-0,sds_2nd_sec11,sds_2nd_sec11,sds_2nd_sec11,False,False,False,높음
MIX1008,Petitgrain bigarade oil,PETITGRAIN BIGARADE OIL PETIG0001,ingredient_source_audit/highlighted/f150bb35056ee94b_highlighted.pdf,local,일치,제품명동일,"우리CAS(9)['123-35-3', '13466-78-9', '141-12-8', '3338-55-4', '3779-61-1', '5392-40-5', '586-62-9', '5989-27-5'] vs 문서Section3CAS(18)['105-87-3', '106-24-1', '106-25-2', '115-95-7', '123-35-3', '127-91-3', '13466-78-9', '141-12-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=bigarade|petitgrain | 문서추출문자수=15167",105-87-3|106-24-1|106-25-2|115-95-7|123-35-3|127-91-3|13466-78-9|141-12-8|3338-55-4|3779-61-1|5392-40-5|586-62-9|5989-27-5|78-70-6|80-56-8|8000-41-7|8014-17-3|87-44-5,123-35-3|13466-78-9|141-12-8|3338-55-4|3779-61-1|5392-40-5|586-62-9|5989-27-5|87-44-5,sds_v1,sds_v1,sds_v1,False,False,False,높음
