sheet,column,role,feature_role,exclude_by_default,dtype,n_notna,fill_pct,sds_coderived,role_reason,role_basis
formulation,f_NumHDonors_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHDonors_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHDonors_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHDonors_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHDonors_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHDonors_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHAcceptors_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumRotatableBonds_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumAromaticRings_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_FractionCSP3_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolMR_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_LabuteASA_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_BertzCT_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_Kappa2_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_HallKierAlpha_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MaxAbsPartialCharge_wmean,feature,chemistry,False,float64,1254,74.87,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_logKp_pottsguy_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_max_alkyl_chain_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_n_structural_alerts_mean,feature,chemistry,False,float64,1450,86.57,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_structural_alerts_max,feature,chemistry,False,float64,1450,86.57,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_structural_alerts_min,feature,chemistry,False,float64,1450,86.57,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_structural_alerts_range,feature,chemistry,False,float64,1450,86.57,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_structural_alerts_std,feature,chemistry,False,float64,1450,86.57,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_structural_alerts_wmean,feature,chemistry,False,float64,1256,74.99,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_NumHeteroatoms_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHeteroatoms_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHeteroatoms_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHeteroatoms_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHeteroatoms_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_NumHeteroatoms_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_RingCount_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_pct_active_presumed,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_active_presumed,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_water,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_water,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_surfactant,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_surfactant,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_solvent,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_solvent,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_synergist,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_synergist,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_carrier_inert,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_carrier_inert,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_propellant,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_propellant,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_ph_adjuster,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_ph_adjuster,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_preservative,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_preservative,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_n_thickener,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_fragrance_dye,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_fragrance_dye,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_unknown,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_unknown,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_surf_anionic,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_surf_anionic,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_surf_cationic,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_surf_cationic,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_surf_nonionic,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_n_surf_nonionic,feature,ambiguous,True,int64,1675,100.0,False,성분 역할별 개수 → 조성/커버리지 혼재,성분 역할별 개수 → 조성/커버리지 혼재
formulation,f_pct_surf_total,feature,chemistry,False,float64,1675,100.0,False,규칙 기본값,규칙 기본값
formulation,f_surf_anionic_nonionic,feature,chemistry,False,float64,1675,100.0,False,규칙 기본값,규칙 기본값
formulation,f_surf_charge_imbalance,feature,chemistry,False,float64,48,2.87,False,규칙 기본값,규칙 기본값
formulation,f_pct_active,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_solvent_x_logp,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_surf_x_logp,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_surf_x_logkp,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_has_synergist,feature,chemistry,False,int64,1675,100.0,False,규칙 기본값,규칙 기본값
formulation,f_tanimoto_mean,feature,chemistry,False,float64,892,53.25,False,규칙 기본값,규칙 기본값
formulation,f_tanimoto_max,feature,chemistry,False,float64,892,53.25,False,규칙 기본값,규칙 기본값
formulation,f_tanimoto_min,feature,chemistry,False,float64,892,53.25,False,규칙 기본값,규칙 기본값
formulation,f_ct_eye_s1,feature,chemistry,False,float64,729,43.52,False,규칙 기본값,규칙 기본값
formulation,f_ct_eye_s2,feature,chemistry,False,float64,721,43.04,False,규칙 기본값,규칙 기본값
formulation,f_ct_eye_add,feature,chemistry,False,float64,685,40.9,False,규칙 기본값,규칙 기본값
formulation,f_ct_eye_n_known,feature,ambiguous,True,int64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_ct_eye_coverage,feature,ambiguous,True,float64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_ct_skin_s1,feature,chemistry,False,float64,757,45.19,False,규칙 기본값,규칙 기본값
formulation,f_ct_skin_s2,feature,chemistry,False,float64,737,44.0,False,규칙 기본값,규칙 기본값
formulation,f_ct_skin_add,feature,chemistry,False,float64,720,42.99,False,규칙 기본값,규칙 기본값
formulation,f_ct_skin_n_known,feature,ambiguous,True,int64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_ct_skin_coverage,feature,ambiguous,True,float64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_ct_sens_s1,feature,chemistry,False,float64,730,43.58,False,규칙 기본값,규칙 기본값
formulation,f_ct_sens_add,feature,chemistry,False,float64,730,43.58,False,규칙 기본값,규칙 기본값
formulation,f_ct_sens_n_known,feature,ambiguous,True,int64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_ct_sens_coverage,feature,ambiguous,True,float64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,pct_sum_known_raw,feature,bookkeeping,True,float64,982,58.63,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
formulation,n_pct_known_raw,feature,bookkeeping,True,int64,1675,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
formulation,pct_repaired,feature,bookkeeping,True,bool,1675,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
formulation,ph_best,feature,chemistry,False,float64,534,31.88,False,규칙 기본값,규칙 기본값
formulation,ct_not_applicable,feature,chemistry,False,bool,1675,100.0,False,규칙 기본값,규칙 기본값
formulation,ct_eye_ord,feature,chemistry,False,float64,774,46.21,False,규칙 기본값,규칙 기본값
formulation,ct_skin_ord,feature,chemistry,False,float64,775,46.27,False,규칙 기본값,규칙 기본값
formulation,ct_sens_ord,feature,chemistry,False,float64,776,46.33,False,규칙 기본값,규칙 기본값
formulation,f_ct_eye_ord,feature,chemistry,False,float64,774,46.21,False,규칙 기본값,규칙 기본값
formulation,f_ct_skin_ord,feature,chemistry,False,float64,775,46.27,False,규칙 기본값,규칙 기본값
formulation,f_ct_sens_ord,feature,chemistry,False,float64,776,46.33,False,규칙 기본값,규칙 기본값
ingredient,Formulation_ID,id,id,False,str,5287,100.0,False,규칙 기본값,규칙 기본값
ingredient,ing_idx,id,id,False,int64,5287,100.0,False,규칙 기본값,규칙 기본값
ingredient,pct_value,feature,chemistry,False,float64,2053,38.83,False,규칙 기본값,규칙 기본값
ingredient,align_ok,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,has_toxicity,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,has_ghs_label,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,has_ntp_label,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,has_y,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,trainable,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,trainable_ntp,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,trainable_ghs,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,ing2_pct_value,feature,chemistry,False,float64,2537,47.99,False,규칙 기본값,규칙 기본값
ingredient,ing2_pct_lo,feature,chemistry,False,float64,2537,47.99,False,규칙 기본값,규칙 기본값
ingredient,ing2_pct_hi,feature,chemistry,False,float64,2537,47.99,False,규칙 기본값,규칙 기본값
ingredient,ing2_parse_ok,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,ing_pct_best,feature,chemistry,False,float64,3166,59.88,False,규칙 기본값,규칙 기본값
ingredient,june_audit_recovered,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,ing_name_corrected,feature,chemistry,False,bool,5287,100.0,False,규칙 기본값,규칙 기본값
ingredient,ing_cas_corrected,feature,chemistry,False,bool,5287,100.0,False,규칙 기본값,규칙 기본값
ingredient,ing_pct_raw,feature,bookkeeping,True,float64,3499,66.18,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,pct_repaired,feature,bookkeeping,True,bool,5287,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
ingredient,ing_pct_rank,feature,chemistry,False,float64,3166,59.88,False,규칙 기본값,규칙 기본값
ingredient,ing_is_max_pct,feature,chemistry,False,int8,5287,100.0,False,규칙 기본값,규칙 기본값
ingredient,MolWt,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,ExactMolWt,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,MolLogP,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,MolMR,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,TPSA,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumHDonors,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumHAcceptors,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumRotatableBonds,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumAromaticRings,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumAliphaticRings,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,RingCount,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,FractionCSP3,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,HeavyAtomCount,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumHeteroatoms,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NOCount,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NHOHCount,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,NumSaturatedRings,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,LabuteASA,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,BalabanJ,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,BertzCT,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,Chi0v,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,Chi1v,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,Kappa1,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,Kappa2,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,Kappa3,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,HallKierAlpha,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,MaxPartialCharge,feature,chemistry,False,float64,3560,67.33,False,규칙 기본값,규칙 기본값
ingredient,MinPartialCharge,feature,chemistry,False,float64,3560,67.33,False,규칙 기본값,규칙 기본값
ingredient,MaxAbsPartialCharge,feature,chemistry,False,float64,3560,67.33,False,규칙 기본값,규칙 기본값
ingredient,NumValenceElectrons,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,qed,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,n_structural_alerts,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,formal_charge,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,n_pos_atoms,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,n_neg_atoms,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,is_ionic,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,n_fragments,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_metal,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,logKp_pottsguy,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,max_alkyl_chain,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_aldehyde,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_alkoxide_hydroxide,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_amine_prim,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_amine_tert,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_anhydride,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_carboxylate,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_carboxylic_acid,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_epoxide,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_halo_aromatic,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_long_alkyl,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_michael_acceptor,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_peo_chain,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_phenol,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
ingredient,has_phosphate_ester,feature,chemistry,False,float64,3580,67.71,False,규칙 기본값,규칙 기본값
