Formulation_ID,pipe_index,name_token,len_names,len_cas,len_smiles,form_basis,decision,cas,smiles
EyeIrritation6pack_PID757,4,Content (W/W): >= 5.0,7,4,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID757,5,Propylene glycol,7,4,4,name_ref_unique,candidate:name_ref_unique,57-55-6,CC(O)CO
EyeIrritation6pack_PID757,6,Content (W/W): >= 0.9,7,4,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID774,0,Tebuconazole,5,5,4,name_cas_length_matched,candidate:name_cas_length_matched,107534-96-3,
EyeIrritation6pack_PID774,1,Metalaxyl,5,5,4,name_cas_length_matched,candidate:name_cas_length_matched,57837-19-1,
EyeIrritation6pack_PID774,2,Prothioconazole,5,5,4,name_cas_length_matched,candidate:name_cas_length_matched,178928-70-6,
EyeIrritation6pack_PID774,3,Ethoxylated tallow alkyl amines,5,5,4,name_cas_length_matched,candidate:name_cas_length_matched,61791-26-2,
EyeIrritation6pack_PID774,4,2-Propanediol,5,5,4,name_cas_length_matched,candidate:name_cas_length_matched,57-55-6,
EyeIrritation6pack_PID803,0,glycerol >= 10 - <,5,5,5,length_matched_all,candidate:length_matched_all,56-81-5,C(C(CO)O)O
EyeIrritation6pack_PID803,1,gamma-butyrolactone >= 1 - <,5,5,5,length_matched_all,candidate:length_matched_all,96-48-0,C1CC(=O)OC1
EyeIrritation6pack_PID803,2,"methyl N-(,6-dimethylphenyl)-N- >= 1 - <",5,5,5,length_matched_all,candidate:length_matched_all,57837-19-1,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC
EyeIrritation6pack_PID803,3,"propane-,2-diol >= 1 - <",5,5,5,length_matched_all,candidate:length_matched_all,57-55-6,CC(CO)O
EyeIrritation6pack_PID803,4,Ipconazole >= 1 - <,5,5,5,length_matched_all,candidate:length_matched_all,125225-28-7,CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl
EyeIrritation6pack_PID831,0,Tebuconazole 37.5-39.9 X,3,3,3,length_matched_all,candidate:length_matched_all,107534-96-3,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
EyeIrritation6pack_PID831,1,"2,3-Propanetriol 9.5-10.5",3,3,3,length_matched_all,candidate:length_matched_all,56-81-5,C(C(CO)O)O
EyeIrritation6pack_PID831,2,2-Benzisothiazol-3(2H)-one 0.18-0.22,3,3,3,length_matched_all,candidate:length_matched_all,2634-33-5,C1=CC=C2C(=C1)C(=O)NS2
EyeIrritation6pack_PID832,0,Thifensulfuron methyl,3,1,1,name_ref_unique,candidate:name_ref_unique,79277-27-3,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
EyeIrritation6pack_PID832,1,Other Ingredients,3,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID832,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,0,None listed,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,1,Immediate (Acute); Delayed (Chronic,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,2,"2,4-Dichlorophenoxyacetic acid",25,2,1,name_ref_unique,candidate:name_ref_unique,94-75-7,O=C(O)COc1ccc(Cl)cc1Cl
EyeIrritation6pack_PID834,3,"CERCLA - This product contains the following chemicals which have a reportable quantity (RQ) under the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,4,2.4-Dichlorophenoxyacetic acid has an RQ of 100 Ibs (reached with 27.5 gallons of product). Dodecylbenzenesulfonic acid has an RQ of 1000 Ibs (not reached with any practical quantity of this substance,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,5,2.4-Dichlorophenoxyacetic acid has an RQ of 100 Ibs (reached with 27.5 gallons of product,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,6,Dodecylbenzenesulfonic acid has an RQ of 1000 Ibs (not reached with any practical quantity of this substance,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,7,Corrosive,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,8,California Proposition 65: This product contains chemicals known to the state of California to cause cancer and/or oductive harm,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,9,"U.S. State Worker and Community Right-To-Know (RTK) Information (IL, MA, MN, NJ, PA, RI",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,10,State(s,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,11,"IL, MA, MN, NJ, PA, RI",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,12,Dodecylbenzenesulfonic,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,13,Dodecylbenzenesulfonic acid,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,14,acid,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,15,"MA, NJ, PA",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,16,Canadian Domestic,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,17,Substances List,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,18,Not determined,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,19,"Disclaimer: The information presented herein is based on available data from reliable sources and is correct to the best of WinField Solutions' knowledge. WinField Solutions, LLC makes no warranty, express nor implied, regarding the accuracy of the data or the results obtained from the use of this product. Nothing herein may be construed as recommending any practice or any product in violation of any law or regulations. The user is solely responsible for determining the suitability of any material or product for a specific purpose and for adopting any appropriate safety precautions. We disclaim all liability for injury or damage stemming from any improper use of the material or product described herein",25,2,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID834,20,Supersedes document dated,25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,21,"Supersedes document dated: May 29, 2015",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,22,"December 07, 2017",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,23,"May 29, 2015",25,2,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID834,24,6 of 6,25,2,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID857,0,Pyrimethanil,3,4,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID857,1,"1,2-Benzisothiazol-3(2H)-one",3,4,0,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
EyeIrritation6pack_PID857,2,Propylene Glycol,3,4,0,name_ref_unique,candidate:name_ref_unique,57-55-6,CC(O)CO
EyeIrritation6pack_PID87,0,Picoxystrobin,4,2,2,name_ref_unique,candidate:name_ref_unique,117428-22-5,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
EyeIrritation6pack_PID87,1,Cyproconazole,4,2,2,name_ref_unique,candidate:name_ref_unique,94361-06-5,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
EyeIrritation6pack_PID87,2,Other Ingredients,4,2,2,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID87,3,Other/Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID870,0,Saflufenacil,3,5,0,name_ref_unique,candidate:name_ref_unique,372137-35-4,CC(C)N(C)S(=O)(=O)NC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl
EyeIrritation6pack_PID870,1,Ammonium Sulfate,3,5,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID870,2,Sodium diisopropylnaphthalenesulphonate,3,5,0,name_ref_unique,candidate:name_ref_unique,1322-93-6,CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C
EyeIrritation6pack_PID905,0,Chlorpyrifos-methyl,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,5598-13-0,
EyeIrritation6pack_PID905,1,Deltamethrin,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,52918-63-5,
EyeIrritation6pack_PID905,2,"Solvent Naphtha (petroleum), light aromatic",8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,64742-95-6,
EyeIrritation6pack_PID905,3,"2,4-Trimethylbenzene",8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,95-63-6,
EyeIrritation6pack_PID905,4,Xylene,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,1330-20-7,
EyeIrritation6pack_PID905,5,Mesitylene,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,108-67-8,
EyeIrritation6pack_PID905,6,Ethylbenzene,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,100-41-4,
EyeIrritation6pack_PID905,7,Cumene,8,8,6,name_cas_length_matched,candidate:name_cas_length_matched,98-82-8,
EyeIrritation6pack_PID922,0,Silica,3,4,0,name_ref_unique,skipped_length_mismatch:ambiguous_reference_cas,,
EyeIrritation6pack_PID922,1,Fludioxonil,3,4,0,name_ref_unique,candidate:name_ref_unique,131341-86-1,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
EyeIrritation6pack_PID922,2,Cyprodinil,3,4,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID955,0,Active ingredient (% w/w): Tebuconazole Technical,2,2,2,length_matched_all,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID955,1,THFA Proprietary,2,2,2,length_matched_all,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID985,0,GSP Crop Science Limited,2,2,2,length_matched_all,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID985,1,Tolfenpyrad EC,2,2,2,length_matched_all,candidate:length_matched_all,872-50-4,CN1CCCC1=O
EyeIrritation6pack_PID986,0,Cyfluthrin Not Established,2,2,2,length_matched_all,candidate:length_matched_all,68359-37-5,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
EyeIrritation6pack_PID986,1,Naphthalene,2,2,2,length_matched_all,candidate:length_matched_all,91-20-3,C1=CC=C2C=CC=CC2=C1
EyeIrritation6pack_PID988,0,Flutriafol,4,4,3,name_cas_length_matched,candidate:name_cas_length_matched,76674-21-0,
EyeIrritation6pack_PID988,1,Propylene glycol 5-10,4,4,3,name_cas_length_matched,candidate:name_cas_length_matched,57-55-6,
EyeIrritation6pack_PID988,2,"Alcohols, C13-15 Branched and Linear, Ethoxylated 5-10",4,4,3,name_cas_length_matched,candidate:name_cas_length_matched,157627-86-6,
EyeIrritation6pack_PID988,3,2 benzisothiazolin-3-one 0.02 (max),4,4,3,name_cas_length_matched,candidate:name_cas_length_matched,2634-33-5,
MIX1006,0,(+-)-alpha-Pinene,2,3,0,name_ref_unique,candidate:name_ref_unique,80-56-8,CC1=CCC2CC1C2(C)C
MIX1006,1,(+)-Limonene,2,3,0,name_ref_unique,candidate:name_ref_unique,5989-27-5,C=C(C)[C@H]1CC=C(C)CC1
MIX1011,0,"MATERIAL SAFETY DATA SHEET Page 1 of 8 1. IDENTIFICATION Product Description:: INCI Name: Botanical Name: Other means of identification Recommended use: Company Name: Website: Email: TANGERINE ESSENTIAL OIL -1 ; -7 Citrus Tangerina (Tangerine) Peel Oil Citrus tangerina Concentrated aromatic ingredient which may be used in aromatherapy, natural perfumery, cosmetics and personal care formulations according to legal and IFRA guidelines. UNICHEM PHARM www.unichempharm.rs unihem",1,2,0,name_ref_unique,dropped:nonchemical_name_token,,
MIX1016,0,"# The Good Scents Company safety data sheet for ho leaf oil (cinnamomum camphora l. nees se eberm.) SAFETY DATA SHEET 1 : PRODUCT AND COMPANY IDENTIFICATION Product Code / Trade Name :ES102763/ho leaf oil (cinnamomum camphora l. nees se eberm.) Supplier Details :The Good Scents Company 1977 E. Montana Ave., Oak Creek, WI 53154 Information :-2659 Version Date :09/03/2020 2 : HAZARDS IDENTIFICATION 2.1 Classification of the substance or mixture GHS Classification in accordance with 29",1,1,0,name_cas_length_matched,dropped:nonchemical_name_token,,
MIX1017,0,# 501051 LEMON OIL CALIFORNIA DISTILLED # SAFETY DATA SHEET Version # 04 Revision Date: -2023 Print Date: -2023 Page 1 of 10 1. IDENTIFICATION 1. IDENTIFICATION 1. IDENTIFICATION 1. IDENTIFICATION LEMON OIL CALIFORNIA DISTILLED LEMON OIL CALIFORNIA DISTILLED LEMON OIL CALIFORNIA DISTILLED LEMON OIL CALIFORNIA DISTILLED Product Description: Product Description: Product Description: Product Description: -8FEMA Number FEMA Number FEMA Number FEMA Nu,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,8008-56-8,
MIX1018,0,"Material Safety Data Sheet Lemon oil SECTION 1.1 – PRODUCT IDENTIFICATION Product Name : Lemon oil Molecular Formula : Not applicable Molecular Weight : Not applicable: -8 SECTION: 1.2 COMPANY IDENTIFICATION Company Name: Indenta Chemicals (India) Pvt. Ltd. Address: 117, The Summit Business Bay, Opp Cinemax, Off. Sir M.V. Road, Near WEH Metro Station, Andheri (E), Mumbai 400 093, India Telephone #:+-26849600 Fax #:+-26849060 SECTION 2: COMPOSITION / INFORMATION ON INGRE",1,1,0,name_cas_length_matched,dropped:nonchemical_name_token,,
MIX1027,0,508084 HERCOLYN DW SAFETY DATA SHEET Version # 02 Revision Date: -2020 Print Date: -2020 Page 1 of 9 1. IDENTIFICATION HERCOLYN DW Product Description: -5FEMA Number N/A Other means of identification 508084 Vigon Item # Concentrated aromatic ingredient which may be used fragrance compounds according to legal and IFRA guidelines. Recommended use For Manufacturing Use Only Recommended restrictions 24 Hour Emergency Response Information INFOTRAC (ACCT# 78928); -,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,8050-15-5,
MIX1032,0,Citronellal,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,106-23-0,
MIX1033,0,504130 FIR NEEDLE OIL SIBERIAN PURE SAFETY DATA SHEET Version # 04 Revision Date: -2018 Print Date: -2018 Page 1 of 10 1. IDENTIFICATION FIR NEEDLE OIL SIBERIAN PURE Product Description: -2FEMA Number 2905 Other means of identification 504130 Vigon Item # Concentrated aromatic and flavor ingredient which may be used in flavor and fragrance compounds according to legal and IFRA or FEMA GRAS/FDA guidelines. Recommended use For Manufacturing Use Only Recommended re,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,8021-29-2,
MIX104,0,imazamox,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX104,1,Proprietary ingredients,2,1,1,name_ref_unique,dropped:nonchemical_name_token,,
MIX1040,0,"Avena Lab MATERIAL SAFETY DATA SHEET Page 1 of 8 BROOM (GENET) ABSOLUTE OIL PRODUCT CODE: PAO2040 1. IDENTIFICATION Product Description:: INCI Name: Botanical Name: Other means of identification Product Code #: Recommended use: Company Name: Address: Telephone: Website: Email: Broom (Genet) Absolute Oil -1 ; -8 Spartium junceum L. Spartium junceum PAO2040 Concentrated aromatic ingredient which may be used in aromatherapy, natural perfumery, cosmetics and personal care formul",1,2,0,name_ref_unique,dropped:nonchemical_name_token,,
MIX1048,0,Diethylene Glycol Monobutyl Ether,2,6,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1048,1,Triethanolamine,2,6,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,0,Linalool,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,1,Farnesol,11,13,0,name_ref_unique,candidate:name_ref_unique,4602-84-0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
MIX1050,2,1-Methyl-4-Prop-1-En-2-Ylcyclohexene,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,3,Nerolidol,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,4,Benzaldehyde,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,5,Phenylacetonitrile,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,6,Ethanol,11,13,0,name_ref_unique,candidate:name_ref_unique,64-17-5,CCO
MIX1050,7,Indole,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,8,Methyl Anthranilate,11,13,0,name_ref_unique,candidate:name_ref_unique,134-20-3,
MIX1050,9,2-Phenylethanol,11,13,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1050,10,Geraniol,11,13,0,name_ref_unique,candidate:name_ref_unique,106-24-1,
MIX1051,0,Methyl Anthranilate,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,134-20-3,
MIX1052,0,"Limonene, (-)-",8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,1,(+-)-alpha-Pinene,8,9,0,name_ref_unique,candidate:name_ref_unique,80-56-8,CC1=CCC2CC1C2(C)C
MIX1052,2,Camphene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,3,Beta-Pinene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,4,Terpinolene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,5,Myrcene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,6,Alpha-Terpineol,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1052,7,P-Cymene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,0,"Limonene, (-)-",8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,1,(+-)-alpha-Pinene,8,9,0,name_ref_unique,candidate:name_ref_unique,80-56-8,CC1=CCC2CC1C2(C)C
MIX1054,2,Camphene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,3,Beta-Pinene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,4,Terpinolene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,5,Myrcene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,6,Alpha-Terpineol,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1054,7,P-Cymene,8,9,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1055,0,Hydroxycitronellal,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,107-75-5,
MIX1058,0,Hydroxycitronellal,1,1,0,name_cas_length_matched,candidate:name_cas_length_matched,107-75-5,
MIX1059,0,"AMALIE OIL COMPANY  1601 McCloskey Boulevard Tampa, Florida 33605 U.S.A. E-MAIL: info@amalie.com www.amalie.com Telephone: (813)Fax: (813) 828000482 Page 1/9 Safety data sheet according to 1907/2006/EC (REA CH), 1272/2008/EC (CLP), and OSHA GHS Revision: 24 April 2018 SECTION 1 PRODUCT AND COMPANY INFORMATION Product Name(s): AMALIE UNIV SYNTHETIC CVT FLUID Product Code(s): 828305582 Uses: A petroleum-based lubricant. Company: AOCUSA Address: 1601 McCloskey Boulevard Tampa, Fl",1,3,0,name_ref_unique,dropped:nonchemical_name_token,,
MIX1060,0,(+)-Limonene,16,18,0,name_ref_unique,candidate:name_ref_unique,5989-27-5,C=C(C)[C@H]1CC=C(C)CC1
MIX1060,1,Gamma-Terpinene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,2,Terpinolene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,3,Alpha-Terpineol,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,4,Alpha-Terpinene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,5,"1,4-Cineole",16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,6,P-Cymene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,7,Beta-Pinene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,8,Beta-Bisabolene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,9,Terpinen-4-ol,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,10,Myrcene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,11,Farnesene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,12,(+-)-alpha-Pinene,16,18,0,name_ref_unique,candidate:name_ref_unique,80-56-8,CC1=CCC2CC1C2(C)C
MIX1060,13,Gamma-Terpineol,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1060,14,"1,8-Cineole",16,18,0,name_ref_unique,candidate:name_ref_unique,470-82-6,CC12CCC(CC1)C(C)(C)O2
MIX1060,15,Camphene,16,18,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1062,0,"42.2.28 24 CHATHAM PLACE, BRIGHTON, BN1 3TN (UK) TEL. (UK) 0845 310 8066 International Tel. +44 1273 746505 EMAIL: info@nhrorganicoils.com Web Site: www.nhrorganicoils.com Safety Data Sheet Organic Lavender Essential Oil (Lavandula angustifolia) According to 1907/2006/EC, Article 31, amended by Regulation (EU) No. 453/2010 Page 1 / 10 Printing date 13.06.2016 Revision no. 5 Revision: 13.06.2016 SECTION 1: Identification of the substance/mixture and of the company/ undertaking · 1.1 Product ident",1,1,0,name_cas_length_matched,dropped:nonchemical_name_token,,
MIX1065,0,Water,4,7,0,name_ref_unique,candidate:name_ref_unique,7732-18-5,O
MIX1065,1,Glycerol,4,7,0,name_ref_unique,candidate:name_ref_unique,56-81-5,OCC(O)CO
MIX1065,2,Benzyl Alcohol,4,7,0,name_ref_unique,candidate:name_ref_unique,100-51-6,OCc1ccccc1
MIX1065,3,Potassium Sorbate,4,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX1071,0,Ethanol,2,2,0,name_cas_length_matched,candidate:name_cas_length_matched,64-17-5,
MIX1071,1,Benzoic Acid,2,2,0,name_cas_length_matched,candidate:name_cas_length_matched,65-85-0,
MIX1077,0,"# Graphite Fluoride - Safety Data Sheet [ChemicalBook](https://www.chemicalbook.com/ProductIndex_EN.aspx) * [All MSDS](https://msds.chemicalbook.com/SearchEN?keyword=CB1223264 ""View more versions MSDS"")[PDF](https://www.chemicalbook.com/msds/graphite-fluoride.pdf ""Download PDF file"") Chemical Safety Data Sheet MSDS / SDS # Graphite Fluoride Revision Date:-17 Revision Number:1 ## SECTION 1: Identification of the substance/mixture and of the company/undertaking[](https://www.chemic",1,1,0,name_cas_length_matched,dropped:nonchemical_name_token,,
MIX110,0,Clodinafop-propargyl,3,3,0,name_cas_length_matched,candidate:name_cas_length_matched,105512-06-9,
MIX110,1,N-methyl-2-pyrrolidone,3,3,0,name_cas_length_matched,candidate:name_cas_length_matched,872-50-4,
MIX110,2,Cloquintocet-mexyl,3,3,0,name_cas_length_matched,candidate:name_cas_length_matched,99607-70-2,
MIX127,0,Chlorothalonil not listed,3,3,3,length_matched_all,candidate:length_matched_all,1897-45-6,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
MIX127,1,Propylene Glycol not listed,3,3,3,length_matched_all,candidate:length_matched_all,57-55-6,CC(CO)O
MIX127,2,"Silica, amorphous",3,3,3,length_matched_all,candidate:length_matched_all,112926-00-8,O=[Si]=O
MIX128,0,Cymoxanil,2,3,0,name_ref_unique,candidate:name_ref_unique,57966-95-7,
MIX128,1,Fumaric Acid,2,3,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX137,0,cyproconazole >98,1,1,1,length_matched_all,candidate:length_matched_all,94361-06-5,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O
MIX146,0,Desmedipham,6,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX146,1,Ethofumesate,6,7,0,name_ref_unique,candidate:name_ref_unique,26225-79-6,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
MIX146,2,Lenacil,6,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX146,3,Phenmedipham,6,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX146,4,2-Phenoxyethanol;phosphoric acid,6,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX146,5,"Poly(oxy-1,2-ethanediyl), alpha-isotridecyl-omega-hydroxy-, phosphate",6,7,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX155,0,Potassium salt of aminocyclopyrachlor,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX155,1,Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX155,2,Aminocyclopyrachlor,4,2,2,name_ref_unique,candidate:name_ref_unique,858956-08-8,Nc1nc(C2CC2)nc(C(=O)O)c1Cl
MIX155,3,Other/Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX160,0,Elemental Sulfur,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX160,1,Inert Ingredients,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX162,0,Thidiazuron,6,5,4,name_ref_unique,candidate:name_ref_unique,51707-55-2,O=C(Nc1ccccc1)Nc1cnns1
MIX162,1,Diuron,6,5,4,name_ref_unique,candidate:name_ref_unique,330-54-1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
MIX162,2,2-Propanediol <,6,5,4,name_ref_unique,candidate:name_ref_unique,57-55-6,CC(O)CO
MIX162,3,Fatty alcohol ethoxylate <=,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
MIX162,4,2-Benzisothiazol-3(2H)-one >= 0.005 - <=,6,5,4,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
MIX162,5,Other ingredients (non-hazardous) to,6,5,4,name_ref_unique,dropped:nonchemical_name_token,,
MIX163,0,Picoxystrobin,4,2,2,name_ref_unique,candidate:name_ref_unique,117428-22-5,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
MIX163,1,Cyproconazole,4,2,2,name_ref_unique,candidate:name_ref_unique,94361-06-5,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
