Formulation_ID,Formulation_Name,formulation_code,physical_form,product_category,concentration_type,type_confidence,type_evidence_basis,signal_word,ghs_hazard_classes,acute_toxicity_route,environmental_hazard,h_codes,hazard_level_score,hazard_confidence,hazard_evidence_basis,use_class,target_pest_organism,target_crop_site,application_method,use_pattern,use_confidence,use_evidence_basis,epa_reg_number,regulatory_jurisdiction,registration_status,active_ingredient_declared,reach_registered,label_type,regulatory_confidence,regulatory_evidence_basis,active_pct_total,inert_pct_total,primary_active_ingredient,ingredient_count_class,concentration_class,pct_data_quality,formulation_complexity_score,ingredient_profile_confidence,profile_evidence_basis
EyeIrritation6pack_PID347,DuPont Accent Q Herbicide,WG,granule,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,75.0,25.0,Nicosulfuron,ternary,very_high,exact,3.0,,
EyeIrritation6pack_PID348,DuPont Accent SC,SC,suspension,industrial_chemical,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,,,Methyl ethyl ketone,multi_7p,high,approximate,5.0,,
EyeIrritation6pack_PID349,DuPont Approach Prima Fungicide,EC,emulsion,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,25.11,74.89,Picoxystrobin,multi_4_6,medium,exact,4.0,,
EyeIrritation6pack_PID350,DuPont Curzate 60DF,DF,powder,pesticide/fungicide,concentrate,HIGH,name_explicit,WARNING,"['stot_repeated_2', 'aquatic_acute_1', 'aquatic_chronic_1', 'skin_irritation_2', 'eye_irritation_2']",['none_identified'],aquatic_acute_and_chronic,"['H373', 'H400', 'H410', 'H315', 'H319']",4.0,HIGH,sds_composition,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,65.0,35.0,Cymoxanil,binary,very_high,exact,2.0,,
EyeIrritation6pack_PID351,DuPont DPX-KJM44 80 MUP Herbicide,WG,granule,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,75.0,25.0,Metribuzin,multi_4_6,very_high,exact,4.0,,
EyeIrritation6pack_PID352,DuPont DPX-KJM44 Herbicide,WG,granule,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,25.0,71.75,Chlorimuron ethyl,multi_4_6,medium,approximate,4.0,,
EyeIrritation6pack_PID354,DuPont DPX-LEM17 50WDG Fungicide,WDG,granule,pesticide/fungicide,concentrate,HIGH,name_explicit,WARNING,['eye_irritation_2A'],['none_identified'],unknown,['H319'],2.0,HIGH,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,12.5,87.5,Polyoxorim-zinc,single,medium,approximate,1.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID355,DuPont DPX-MAT28 0.05G Turf Herbicide + Fertilizer,GR,granule,pesticide/herbicide,ready-to-use,HIGH,name_explicit,NONE,[],['none_identified'],none,[],1.0,MEDIUM,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,product_page,HIGH,source_filename,0.43,99.57,Prodiamine,multi_4_6,ultra_low,partial,4.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID356,DuPont DPX-MAT28 Herbicide,UNKNOWN,unknown,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,25.0,75.0,Potassium salt of aminocyclopyrachlor,multi_4_6,medium,inconsistent,4.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID358,DuPont Fontelis Fungicide,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,20.4,79.6,Penthiopyrad,ternary,medium,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID360,DuPont Prequel Herbicide,UNKNOWN,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,48.0,49.0,Isoxaflutole,multi_4_6,medium,approximate,4.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID361,DuPont Prevathon Insect Control,UNKNOWN,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,5.0,95.0,Chlorantraniliprole,ternary,low,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID362,DuPont Rynaxypyr,UNKNOWN,powder,pesticide/insecticide,concentrate,LOW,pattern_inferred,NONE,[],['none_identified'],none,[],1.0,MEDIUM,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,4.0,96.0,Chlorantraniliprole,multi_4_6,low,partial,4.0,LOW,name_inference
EyeIrritation6pack_PID363,DuPont Steadfast Q Herbicide,UNKNOWN,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,46.0,47.4,Nicosulfuron,multi_7p,medium,approximate,5.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID364,DuPont Treoris Fungicide,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,20.6,26.9,Penthiopyrad,multi_4_6,medium,approximate,4.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID365,DuPont Vertisan Fungicide,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,20.6,79.4,Penthiopyrad,ternary,medium,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID366,Durham Metaldehyde Granules 3.5,GR,granule,pesticide/other,ready-to-use,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Metaldehyde,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID367,Durivo Insecticide,UNKNOWN,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,2.0,98.0,Thiamethoxam,multi_4_6,low,partial,4.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID368,Dylox 420 SL,SL,liquid,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,2.0,98.0,Trichlorfon,binary,low,partial,2.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID369,Dylox 9.3% Insect Granules,GR,granule,pesticide/insecticide,ready-to-use,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,9.3,90.7,Dylox,binary,low,partial,2.0,MEDIUM,name_inference
EyeIrritation6pack_PID37,Absolute 500 SC Fungicide,SC,suspension,pesticide/fungicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,,,Tebuconazole,ternary,unknown,none,3.0,LOW,no_basis
EyeIrritation6pack_PID370,Dynasty Extreme,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,['skin_sensitization_1B'],['none_identified'],unknown,[],2.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,11.07,88.93,Azoxystrobin,multi_4_6,medium,exact,4.0,HIGH,workbook_pct
EyeIrritation6pack_PID371,"E-Scape Turf & Ornamental Fungicide, Muscle ADV",UNKNOWN,unknown,pesticide/fungicide,unknown,LOW,pattern_inferred,DANGER,['acute_toxicity_oral_3'],['oral'],unknown,['H301'],4.0,HIGH,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,,,Tebuconazole,multi_4_6,unknown,none,4.0,LOW,name_inference
EyeIrritation6pack_PID373,Echo 375/Cymoxaanil 50,UNKNOWN,powder,pesticide/fungicide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,1.0,99.0,UNKNOWN,ternary,ultra_low,partial,3.0,LOW,workbook_pct
EyeIrritation6pack_PID375,Ecolife One-Pack,UNKNOWN,liquid,pesticide/other,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,,,"4,5-Dichloro-2-N-octyl-4-isothiazolin-3-one",single,unknown,none,1.0,LOW,no_basis
EyeIrritation6pack_PID376,Effipro Topical Solution for Dogs,UNKNOWN,liquid,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,DANGER,"['acute_toxicity_oral_4', 'acute_toxicity_inhalation_4', 'stot_single_1', 'stot_repeated_1']","['oral', 'inhalation']",unknown,[],5.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,12.72,85.0,Fipronil,ternary,medium,approximate,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID377,EH-1446 Herbicide,UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_partial,HIGH,source_filename,,,Isopropylamine salt of glyphosate,single,unknown,none,1.0,LOW,no_basis
EyeIrritation6pack_PID378,EH-1479 Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,,,UNKNOWN,single,unknown,none,1.0,LOW,no_basis
EyeIrritation6pack_PID379,EH-1480 Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,pattern_inferred,WARNING,[],['none_identified'],unknown,[],2.0,MEDIUM,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,36.0,64.0,SODIUM HYPOCHLORITE SOLUTION,multi_4_6,medium,partial,4.0,LOW,workbook_pct
EyeIrritation6pack_PID380,EH-1488 Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,1.0,99.0,UNKNOWN,single,ultra_low,partial,1.0,LOW,workbook_pct
EyeIrritation6pack_PID381,EH-1489 Broadleaf Herbicide,UNKNOWN,unknown,pesticide/herbicide,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,unknown,HIGH,source_filename,5.0,95.0,UNKNOWN,single,low,partial,1.0,LOW,workbook_pct
EyeIrritation6pack_PID382,EH-1534 Herbicide,WP,powder,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,45.7,54.3,Mesotrione,multi_4_6,high,approximate,4.0,HIGH,workbook_pct
EyeIrritation6pack_PID383,EI-785 Insecticide,SL,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,Clothianidin,multi_4_6,unknown,none,3.0,LOW,name_inference
EyeIrritation6pack_PID386,Emamectin Benzoate,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,Emamectin B1 benzoate,single,unknown,none,1.0,MEDIUM,name_inference
EyeIrritation6pack_PID390,Encartis Fungicide,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,54.14,45.86,chlorothalonil,multi_4_6,high,partial,3.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID391,Endigo ZCX,SC,suspension,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,3.0,97.0,lambda-cyhalothrin,multi_7p,ultra_low,partial,5.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID392,ENS-010A,UNKNOWN,liquid,consumer_product,ready-to-use,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,2-Aminoethanol,multi_7p,low,approximate,5.0,LOW,source_text
EyeIrritation6pack_PID393,Envidor 2 SC,SC,suspension,pesticide/insecticide,concentrate,HIGH,name_explicit,DANGER,"['carcinogenicity_1B', 'reproductive_toxicity_2']",['none_identified'],unknown,"['H350', 'H361f']",5.0,HIGH,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,reach_text,,,Spirodiclofen,multi_4_6,unknown,none,3.0,LOW,name_inference
EyeIrritation6pack_PID396,ET-005,UNKNOWN,unknown,cleaning_disinfectant,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,unknown,HIGH,source_filename,,,Methanol,ternary,unknown,none,3.0,LOW,name_inference
EyeIrritation6pack_PID398,Ethephon 3# Plant Regulator,SL,liquid,pesticide/other,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,48.0,52.0,Chlorethephon,binary,high,exact,2.0,HIGH,workbook_pct
EyeIrritation6pack_PID4,0.19% Mesotrione on Fertilizer,UNKNOWN,granule,pesticide/herbicide,dilute,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,96.0,4.0,Mesotrione,multi_4_6,very_high,approximate,4.0,HIGH,workbook_pct
EyeIrritation6pack_PID40,Acephate,EC,liquid,pesticide/insecticide,concentrate,HIGH,evidence_snippet,WARNING,['acute_toxicity_oral_4'],['oral'],none,['H302'],3.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,reach_text,,,Acephate,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID404,Ethofumesate(97.7%),UNKNOWN,liquid,pesticide/herbicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,30.0,70.0,Ethofumesate,ternary,medium,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID406,Ethoprop,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,ethoprophos,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID408,Etoxazole(95.57%),UNKNOWN,unknown,pesticide/insecticide,concentrate,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,90.0,10.0,Etoxazole,single,very_high,approximate,1.0,HIGH,workbook_pct
EyeIrritation6pack_PID41,Acephate 90 DF Insecticide,WDG,granule,pesticide/insecticide,concentrate,HIGH,evidence_snippet,WARNING,"['acute_toxicity_oral_4', 'acute_toxicity_inhalation_4', 'skin_sensitization_1B']","['oral', 'inhalation']",none,[],3.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,US_EPA,unknown,True,,sds_full,MEDIUM,epa_text,90.0,10.0,Acephate,multi_4_6,very_high,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID411,Evercide Total Release Fogger,RTU,liquid,pesticide/insecticide,ready-to-use,HIGH,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,0.41,99.59,Piperonyl Butoxide,multi_4_6,ultra_low,exact,4.0,HIGH,workbook_pct
EyeIrritation6pack_PID412,EX2108,UNKNOWN,liquid,cleaning_disinfectant,ready-to-use,LOW,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,21.0,79.0,Isopropylalcohol,binary,medium,approximate,2.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID413,F 9328-1EC Herbicide,EC,liquid,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,14.71,85.29,Fenoxaprop-P-ethyl,multi_4_6,medium,exact,4.0,HIGH,workbook_pct
EyeIrritation6pack_PID414,F4113 EW Herbicide,EW,emulsion,pesticide/herbicide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],aquatic_chronic,[],2.0,MEDIUM,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,Carfentrazone-ethyl,ternary,unknown,none,3.0,LOW,name_inference
EyeIrritation6pack_PID417,F6141 EW Insecticide,EW,emulsion,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],aquatic_chronic,[],2.0,MEDIUM,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,Bifenthrin,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID419,F8028-3 Insecticide,UNKNOWN,liquid,pesticide/insecticide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,,,Tau-fluvalinate,ternary,unknown,none,3.0,LOW,name_inference
EyeIrritation6pack_PID42,Acequinocyl,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,no_basis,UNKNOWN,[],['none_identified'],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,reach_text,,,Acequinocyl,single,unknown,none,1.0,LOW,name_inference
EyeIrritation6pack_PID420,Fanfare 2 SC,SC,suspension,pesticide/insecticide,concentrate,HIGH,name_explicit,UNKNOWN,[],['none_identified'],aquatic_chronic,[],2.0,MEDIUM,snippet_keywords,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,,sds_full,HIGH,source_filename,22.6,77.4,Bifenthrin,multi_4_6,medium,approximate,3.0,MEDIUM,workbook_pct
EyeIrritation6pack_PID422,Fenhexamid(95.4%),EC,liquid,pesticide/fungicide,concentrate,HIGH,evidence_snippet,NONE,['aquatic_chronic_2'],['none_identified'],aquatic_chronic,['H411'],2.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,reach_text,,,Fenhexamid,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID426,Fenpropimorph,EC,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,WARNING,"['acute_toxicity_oral_4', 'acute_toxicity_inhalation_4', 'skin_irritation_2', 'reproductive_toxicity_2', 'aquatic_acute_1', 'aquatic_chronic_1']","['oral', 'inhalation']",both,"['H315', 'H332', 'H400', 'H410']",4.0,HIGH,sds_section2,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,reach_text,79.8,20.2,Fenpropimorph,ternary,very_high,exact,3.0,HIGH,workbook_pct
EyeIrritation6pack_PID429,Fipronil,UNKNOWN,unknown,pesticide/insecticide,unknown,LOW,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,source_filename,,,fipronil,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID43,Acetamiprid + Triticonazole Concentrate,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Acetamiprid,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID433,First Choice Foliar Supreme Fungicide,UNKNOWN,liquid,pesticide/fungicide,unknown,MEDIUM,name_explicit,NONE,[],[],none,[],1.0,MEDIUM,sds_section3,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Monopotassium Phosphate,binary,unknown,none,2.0,LOW,source_text
EyeIrritation6pack_PID434,Fitness Fungicide,UNKNOWN,liquid,pesticide/fungicide,concentrate,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,snippet_ingredients_only,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,RESEARCH_ONLY,not_registered,False,False,sds_full,HIGH,source_filename,,,Propiconazole,binary,high,approximate,2.0,MEDIUM,source_text
EyeIrritation6pack_PID435,Flonicamid Insecticide,UNKNOWN,unknown,pesticide/insecticide,unknown,MEDIUM,name_explicit,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,,EU_REACH,not_registered,False,False,sds_full,MEDIUM,source_filename,,,Flonicamid,binary,unknown,none,2.0,LOW,name_inference
EyeIrritation6pack_PID437,"Flower, Rose, & Shrub Care II",RTU,unknown,pesticide/insecticide,ready-to-use,MEDIUM,pattern_inferred,UNKNOWN,[],[],unknown,[],0.0,LOW,no_basis,study/eye_irritation_rabbit,,,unknown,unknown,HIGH,source_filename,092564-00048,US_EPA,registered_active,,False,epa_label,HIGH,epa_reg_found,100.0,0.0,UNKNOWN,single,very_high,exact,1.0,LOW,workbook_pct
