sheet,column,key,원본값,배포본값,차이유형,손상측,정본권고,근거
독성코드,검증근거,EyeIrritation6pack_PID659,[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 'Formula 2976'는 MGK 공식 홈페이지에도 미등재; Abamectin+Pyriproxyfen 중 Abamectin만 대표 조회 | 원문: Danger | H300+H330 (25.8%): Fatal if swallowed or if inhaled | H300 (100%): Fatal if swallowed | H311 (25.4%): Toxic in contact with skin | H330 (98.5%): Fatal if inhaled | H361 (86.2%) | H372 (98.5%) | H400 (100%) (PubC,추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID660,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 'Formula 2980'는 MGK 공식 홈페이지에도 미등재; Pyrethrins/Permethrin/PBO 중 Pyrethrins만 대표 조회 | 원문: Warning | H302 (89.4%): Harmful if swallowed | H312 (90.4%): Harmful in contact with skin | H332 (93.3%): Harmful if inhaled | H400 (91.3%) | H410 (89.4%) (PubChem CID 60202781, Pyrethrins)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID661,"[2차재시도(우회) 재시도·미해결: PubChem pug_view API 직접 조회(Diflubenzuron CID 37123, 웹페이지 대신 API 사용)] 이전 라운드는 PubChem 웹페이지(WebFetch)에서 동적 렌더링 섹션 누락으로 GHS 정보 미확보. 이번에 PUG View API(JSON)로 직접 조회하여 GHS 데이터 확보 성공. Diflubenzuron 순물질 참고값이며 제품 Micromite 80WG(Kaolin 등 불활성 담체 포함) 자체 SDS는 아님. 눈·피부 자극 분류는 데이터에 없음. | 원문: Warning H312 (29.4%): Harmful in contact with skin H373 (13.5%): May causes damage to organs through prolonged or repeated exposure H400 (94.4%): Very toxic to aquatic life",[웹조사 2차조사·미해결] (시도 출처: https://pubchem.ncbi.nlm.nih.gov/compound/37123) PubChem 페이지 접속은 성공했으나 GHS 신호어/H코드/눈·피부 구분 정보는 가져오지 못함(동적 렌더링 섹션 미포함 추정). | 원문: 접속됐으나 페이지 내용에 화학식(C14H9ClF2N2O2)과 CID 번호만 있고 GHS Classification 섹션 정보 없음,변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID668,"[2차재시도(우회) 재시도·미해결: PubChem pug_view API 직접 조회(Methiocarb CID 16248)] PUG View API로 GHS 데이터 확보(급성경구독성1, 수생환경유해성만 확인, 눈·피부 자극 분류 없음). Methiocarb 순물질 참고값이며 제품 Mesurol 2% Bait(Calcium sulfate, BHT 등 불활성 성분 포함) 자체 SDS 아님. | 원문: Danger H301: Toxic if swallowed H400: Very toxic to aquatic life H410: Very toxic to aquatic life with long lasting effects","[웹조사 2차조사·미해결] (시도 출처: https://pubchem.ncbi.nlm.nih.gov/compound/16248) PubChem 페이지 접속은 성공했으나 GHS 정보 섹션은 확보되지 않음. | 원문: 접속됐으나 화합물명(Methiocarb)과 분자식(C11H15NO2S), CID 번호만 확인되고 GHS 분류 정보(신호어/H코드/눈피부구분)는 포함되어 있지 않음",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID673,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] Monsanto 내부 포뮬러 코드로 공개 SDS 미확인; Glyphosate/Atrazine/Acetochlor 중 Glyphosate만 대표 조회 | 원문: Danger | H318 (99.7%): Causes serious eye damage | H411 (99.7%): Toxic to aquatic life with long lasting effects (PubChem CID 3496, Glyphosate potassium salt/acid)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID674,"[2차재시도(우회) 재시도·미해결: curl 재다운로드 성공(원료 에스터 단일물질 재확인) + PubChem 성분 참고값(Acetochlor)] 재다운로드 성공, 문서는 'Adipic Acid Monomethyl Ester'(제품의 비활성 에스터 성분) 단일물질 MSDS로 확인, 실제 유효성분 Acetochlor 정보 없음(이전과 동일 결론). PubChem Acetochlor 참고값(Warning, 피부자극2/감작1, 눈자극 분류 없음) 추가 확보, 제품 SDS 아님. | 원문: Caution! May cause eye and skin irritation. May cause respiratory and digestive tract irritation. The toxicological properties of this material have not been fully investigated.","[웹조사 2차조사·미해결] (시도 출처: https://pim-resources.coleparmer.com/sds/01536.pdf) 메모에서 이미 이 SDS가 완제품(Mon 8411, Acetochlor 포함)이 아닌 원료 단일물질(Adipic Acid Monomethyl Ester) MSDS로 성분 불일치임을 지적. 재접속도 내용 확인 실패. | 원문: 접속 실패 - PDF가 압축 바이너리(FlateDecode) 형식으로 텍스트 추출 불가",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID678,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] Wellmark International 사이트가 JS SPA로 접근 불가; isobutane/propane/permethrin/cypermethrin 등 혼합 중 Permethrin만 대표 조회 | 원문: Warning | H302: Harmful if swallowed | H317: May cause an allergic skin reaction | H332: Harmful if inhaled | H400/H410 (PubChem CID 40326, Permethrin)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID680,"[2차재시도(우회) 재시도·미해결: curl 재다운로드 성공(목재 SDS 재확인, 목재분진 관련 무관 재확인) + PubChem 성분 참고값(Propiconazole)] 재시도로 Weyerhaeuser 목재 SDS 재확인, Signal Word DANGER/Carcinogen 1A(H350)는 목재분진(우드더스트) 고유 위험성이며 Mycostat BX2의 유효성분 Propiconazole과 무관(이전과 동일 결론). PubChem Propiconazole 참고값(Danger, 피부감작1/H317, 생식독성우려/H360D, 눈·피부자극 분류 없음) 확보, 제품 SDS 아님. | 원문: Carcinogen- Category 1A (H350)* Wood dust may cause nasopharyngeal cancer and/or cancer of the nasal cavities and paranasal sinuses by inhalation","[웹조사 2차조사·미해결] (시도 출처: https://www.weyerhaeuser.com/application/files/9115/1311/1308/Southern_Pine_Lumber-Mycostat_Treated.pdf) 메모에서 이미 이 문서의 신호어/H코드가 처리목재(wood dust) 관련 분류이며 Mycostat BX2(Propiconazole) 자체와 무관함을 지적. 재접속 시도에서도 Section11 개별성분 값 재확인 실패. | 원문: 접속됐으나 문서가 압축/암호화된 형식으로 판독 가능한 GHS 신호어, H코드, Section 11 성분별 독성정보를 확인할 수 없음",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID687,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] Sodium Hypochlorite(살균제)+Nicosulfuron(제초제) 조합이 이례적이라 데이터 오류 가능성 있음(메모); 제초제 성분(Nicosulfuron)만 대표 조회. 참고로 Sodium Hypochlorite는 Danger/H314/H318/H400/H410 | 원문: Warning | H315 (28.1%): Causes skin irritation | H319 (27.5%): Causes serious eye irritation | H400 (95%) | H410 (95%) (PubChem CID 73281, Nicosulfuron)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID689,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 제조/등록사 확인 불가 제품; Fipronil 원제 참고값만 확인 | 원문: Danger | H301: Toxic if swallowed | H311: Toxic in contact with skin | H331: Toxic if inhaled | H372: Causes damage to organs through prolonged or repeated exposure | H400/H410 (PubChem CID 3352, Fipronil)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID690,"[2차재시도(우회) 재시도·미해결: 기존 로컬 PDF(과립형 10G 제형, 제형불일치) + PubChem 성분 참고값(Fosthiazate)] 제품 Nemathorin 500EC(액상 유탁제)와 기존 확보 문서(10G 과립형)는 제형이 달라 용제 관련 위험성이 상이(이전과 동일 결론). PubChem Fosthiazate 순물질 참고값(Danger, 피부감작1/H317) 확보했으나 EC 제형 용제 영향 미반영. | 원문: Danger H301: Toxic if swallowed H312: Harmful in contact with skin H317: May cause an allergic skin reaction H331: Toxic if inhaled","[로컬PDF검증 2차조사·미해결] PDF은 과립형(10G) 제형 SDS이며 문의된 액상 유탁제(500EC)와 제형이 달라 용제 관련 위험성(인화성, 피부/눈자극 등)이 상이할 것으로 예상되어 대체 근거로 사용 불가. | 원문: NEMATHORIN 10 G... Acute toxicity, Category 3 H301: Toxic if swallowed. Long-term (chronic) aquatic hazard, Category 2 H411",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID692,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 유사명 'Neporex 2SG' 제품은 제형/제품명 불일치로 미사용(메모); Cyromazine 원제 참고값만 확인 | 원문: Warning | H315 (53.7%): Causes skin irritation | H319 (52.4%): Causes serious eye irritation | H335 (51.2%): May cause respiratory irritation | H410 (40.2%) (PubChem CID 47866, Cyromazine)",추출정보 공란 + 성분 불일치(다른 제품 SDS 의심),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID694,"[2차재시도(우회) 재시도·미해결: PubChem 성분 참고값(Maleic hydrazide) - 기존 SIGMADUR 도료 SDS 불일치 재확인] 제품 NEU1171H(1-Methoxy-2-propanol/Cobaltous neodecanoate/Maleic hydrazide)의 기존 확보 문서(PPG SIGMADUR 도료)는 완전히 무관한 제품으로 재확인. 주 활성성분으로 추정되는 Maleic hydrazide PubChem 참고값(Warning, 눈자극2A/H319, 피부자극2/H315) 확보. 순물질 참고값으로 실제 혼합물 제품 SDS는 아님. | 원문: Warning H315: Causes skin irritation H319: Causes serious eye irritation H335: May cause respiratory irritation H341: Suspected of causing genetic defects","[로컬PDF검증 2차조사·미해결] pdf_path의 PDF는 PPG Coatings의 도료 제품 'SIGMADUR ONE (TINTED)' SDS(Flam.Liq.3 H226, STOT SE3 H336, Warning)로 NEU1171H(1-Methoxy-2-propanol/Cobaltous neodecanoate/Maleic hydrazide 배합)와 전혀 무관한 제품. 제품 불일치로 재검토 필요. | 원문: Product name : SIGMADUR ONE (TINTED)  Product code : 000001190763",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID695,"[2차재시도(우회) 재시도·미해결: PubChem 성분 참고값(Maleic hydrazide) - 기존 Lauryl Sulfate Broth SDS 불일치 재확인] 제품 NEUl171H RTU의 기존 확보 문서(Neogen 'Lauryl Sulfate Broth' 미생물배양액)는 완전히 무관한 제품(그 자체는 비유해). Maleic hydrazide PubChem 참고값(Warning, 눈자극2A/H319, 피부자극2/H315) 확보, 제품 SDS 아님. | 원문: Warning H315: Causes skin irritation H319: Causes serious eye irritation H335: May cause respiratory irritation H341: Suspected of causing genetic defects","[로컬PDF검증 2차조사·미해결] pdf_path의 PDF는 Neogen Corporation의 미생물 배양액 'Lauryl Sulfate Broth' SDS로 제품 자체는 비유해 물질(Hazard Statement: No Significant Hazard)이며, Sodium dodecyl sulfate(H228,H302+H332,H315,H318,H335,H401,H412)는 Section3의 원료(0-0.5%) 분류일 뿐 제품 분류가 아님. NEU1171H RTU와 무관한 제품 SDS로 재검토 필요. | 원문: Based on available data, this product is not classified as hazardous.",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID696,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] product_name 'Nicosulfuron 40SC'는 40% 제형(SC)을 나타내는 상용코드가 붙어 순물질 예외 미적용; Nicosulfuron 원제 참고값만 확인 | 원문: Warning | H315 (28.1%): Causes skin irritation | H319 (27.5%): Causes serious eye irritation | H400 (95%) | H410 (95%) (PubChem CID 73281, Nicosulfuron)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID698,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 제품은 복합 종자처리제(Clothianidin/Metconazole/Metalaxyl/Propylene glycol)이며, PubChem에서 대표 활성성분 Clothianidin(CID 86287519)의 ECHA C&L 집계자료만 확보됨. 제품 자체 SDS 아님, 제품=순물질 예외 미해당. | 원문: Danger / H302 (100%): Harmful if swallowed / H361f (95.5%): Suspected of damaging fertility / H370 (95.5%): Causes damage to organs / H400 (100%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID699,"[2차재시도(우회) 재시도·미해결: PubChem 성분 참고값(Flubendiamide) - 기존 알루미늄분말 SDS 불일치 재확인] 제품 NNI-0001의 2번째 유효성분 Flubendiamide PubChem 참고값은 수생환경유해성만 확인되고 눈·피부·감작 분류가 전혀 없음. 기존 확보 문서(Aluminium Powder 단일물질, Danger/H228 가연성고체)는 여전히 다른 성분(알루미늄분말)의 물리적 위험성만 나타내며 Flubendiamide와 무관. 제품 전체 SDS 미확보로 재검토 필요. | 원문: Warning H400: Very toxic to aquatic life H410: Very toxic to aquatic life with long lasting effects","[로컬PDF검증 2차조사·미해결] pdf_path의 PDF는 Gold Leaf and Metallic Powders사의 'Aluminium Powder(stabilised)' 단일물질(100%) SDS(Danger/H228/Flam.Sol.1)로, 제품 NNI-0001의 두 번째 유효성분 Flubendiamide가 전혀 포함되어 있지 않음. 완제품 SDS가 아니라 원료 단일물질 SDS이므로 재검토 필요(메모 내용과 일치). | 원문: Trade name/designation : Aluminium Powder ... Substance name Aluminium powder (stabilised) ... 100",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID700,[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 제품명 'Norm 1'은 브랜드명이며 성분 중 살충 활성성분 Metofluthrin(CID 5282227)의 PubChem/ECHA 집계자료만 확보. 기존 메모의 성분 불일치 우려(다른 제품 SDS 혼동)와 별개로 순물질 참고치일 뿐 제품 확정 불가. | 원문: Danger / H332 (100%): Harmful if inhaled / H370 (50%): Causes damage to organs / H373 (50%): May causes damage to organs through prolonged or repeated exposure / H400 (50%): Very toxic to aquatic life / H410 (100%): Very,추출정보 공란 + 성분 불일치(다른 제품 SDS 의심),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID702,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 제품명은 내부 코드(NTN 33893)+제형(75 WP-WS)이며 순물질이 아님. 활성성분 Imidacloprid(CID 86287518)의 PubChem 집계자료만 확보, 제품 전용 SDS 아님. | 원문: Danger / H301 (43.6%): Toxic if swallowed / H302 (56.4%): Harmful if swallowed / H400 (96.4%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information p",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID704,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 내부 코드명 제품(NUP-06139). 활성성분 Tribenuron-methyl(CID 153909)의 PubChem 집계자료만 확보, 제품(2종 활성성분 혼합) SDS는 아님. | 원문: Warning / H317 (100%): May cause an allergic skin reaction / H373 (27.3%): May causes damage to organs through prolonged or repeated exposure / H400 (98.8%): Very toxic to aquatic life / H410 (98.8%): Very toxic to aquat",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID705,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 내부 코드명 제품(NUP-07003), 6종 이상 복합 활성성분(2,4-D TIPA염, MCPP, 디캄바, 피라플루펜-에틸 등). PubChem 조회는 대표성분으로 2,4-D 유리산(CID 1486)을 사용했으나 실제 성분은 TIPA염이라 순물질 일치도 낮음. 참고값일 뿐 제품 확정 불가. | 원문: Danger / H302+H312 (14.6%): Harmful if swallowed or in contact with skin / H302 (100%): Harmful if swallowed / H317 (100%): May cause an allergic skin reaction / H318 (100%): Causes serious eye damage / H335 (100%): May ",추출정보 공란 + 성분 불일치(다른 제품 SDS 의심),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID707,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 내부 코드명 제품(NUP-12004). 활성성분 Pyraflufen-ethyl(CID 182951)의 PubChem 집계자료만 확보, 나머지 성분(Cyanuric acid, 2-EH 2,4-D ester) 독성정보 미포함. | 원문: Warning / H400 (100%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information provided per 172 reports by companies from 3 notifications to the ECHA C&",추출정보 공란 + 미분류 메모: 검색 도구가 이 세션에서 정상 작동하지 않아(모든 검색엔진이 질의와 무관,변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID708,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 내부 코드명 제품(NUP06147). ingredient_names에 'Losartan'(고혈압 치료제 성분명)이 포함되어 있어 데이터 추출 오류/OCR 오염이 의심됨. 실질 농약 활성성분으로 보이는 Imidacloprid(CID 86287518)의 PubChem 집계자료만 참고 확보, 제품 SDS 아님. | 원문: Danger / H301 (43.6%): Toxic if swallowed / H302 (56.4%): Harmful if swallowed / H400 (96.4%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information p",추출정보 공란 + 미분류 메모: 검색 도구가 이 세션에서 정상 작동하지 않아(질의와 무관한 결과만 반환),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID710,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 브랜드 제품(Nylar Total Release Aerosol 2644). 활성성분 Pyriproxyfen(CID 91753)의 PubChem 집계자료만 확보, 나머지 성분(석유증류물/Prallethrin/Es-fenvalerate) 미포함, 제품 SDS 아님. | 원문: Warning / H400 (100%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information provided per 217 reports by companies from 7 notifications to the ECHA C&",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID717,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 브랜드 종자처리제(Olympus Seed Treatment 3). 활성성분 Propoxycarbazone-sodium(CID 12056759)의 PubChem 집계자료만 확보, Imidacloprid 성분 독성정보 미포함, 제품 SDS 아님. | 원문: Warning / H400 (100%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information provided per 56 reports by companies from 4 notifications to the ECHA C&L",추출정보 공란 + 미분류 메모: 검색 도구가 이 세션에서 정상 작동하지 않음(브랜드명 'Olympus'로,변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID719,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 브랜드 제품(Optigard Liquid Ant Bait). 활성성분 Thiamethoxam(CID 5821911)의 PubChem 집계자료만 확보(고체/분말 기준 H228 포함되어 액상 베이트 제품과도 상 불일치 가능), 제품 SDS 아님. | 원문: Danger / H228 (91.3%): Flammable solid / H302 (100%): Harmful if swallowed / H361fd (91.3%): Suspected of damaging fertility; Suspected of damaging the unborn child / H400 (100%): Very toxic to aquatic life / H410 (100%)",추출정보 공란 + 출처 접근 실패(링크불가·403/404·로그인·못찾음),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID723,"[2차재시도(우회) 재시도·미해결: PubChem 성분 참고값(Tebuconazole, Imidacloprid, Propiconazole) - 기존 도료 SDS 불일치 재확인] 제품 OR-X123(3성분 복합 살균/살충제)의 기존 확보 문서(International Paint 'Interthem 875' 도료)는 완전히 무관한 제품으로 재확인. 3개 활성성분 PubChem 참고값 모두 확보(Propiconazole만 피부감작1/H317, 눈자극 분류는 3개 성분 모두 없음)했으나 혼합제품 SDS 아님. | 원문: Warning H302: Harmful if swallowed H317: May cause an allergic skin reaction H360D: May damage the unborn child","[로컬PDF검증 2차조사·미해결] pdf_path의 PDF는 International Paint(Korea)의 도료 제품 'INTERTHERM 875 DENIM BLUE'(Warning/H226,H312,H315,H319,H332) SDS로, 농약 제품 OR-X123(Tebuconazole/Imidacloprid/Propiconazole)과 전혀 무관. 제품 불일치로 재검토 필요. | 원문: HAO123 INTERTHERM 875 DENIM BLUE ... 1.1. Product identifier INTERTHERM 875 DENIM BLUE Product Code HAO123",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID726,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 내부 개발코드 제품(ORD-X042). 활성성분 Tebuconazole(CID 86102)의 PubChem 집계자료만 확보, Imidacloprid 성분 미포함, 제품 SDS 아님. | 원문: Warning / H302 (100%): Harmful if swallowed / H361 (69.9%): Suspected of damaging fertility or the unborn child / H361d (30.5%): Suspected of damaging the unborn child / H400 (69.7%): Very toxic to aquatic life / H410 (6",추출정보 공란 + 미분류 메모: 검색 도구가 이 세션에서 정상 작동하지 않음('ORD' 약어로 인해 무관,변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID737,"[구조화DB신규조회 재시도·미해결: PubChem 성분 참고값(제품 SDS 아님)] 기존 메모대로 실제 Pen 240FS(Bayer, EPA 264-1119)는 Penflufen 단일성분 제품으로 확인되며 ingredient_names의 Myclobutanil/Glycerin은 성분 불일치로 판단됨. PubChem에서 Penflufen(CID 11674113) 순물질 참고자료만 확보, 제품 SDS 대체 불가. | 원문: Warning / H351 (62.9%): Suspected of causing cancer / H400 (100%): Very toxic to aquatic life / H410 (100%): Very toxic to aquatic life with long lasting effects / Aggregated GHS information provided per 105 reports by c",추출정보 공란 + 성분 불일치(다른 제품 SDS 의심),변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID740,"[2차재시도(우회) 재시도·미해결: PubChem 성분 참고값(Trifloxystrobin, Clothianidin, Penflufen, Metalaxyl) - 기존 n-Butanol 시약 SDS 불일치 재확인] 제품 Penclotrime 310.68 FS(4성분 복합 종자처리제)의 기존 확보 문서(Flinn Scientific n-Butyl Alcohol 시약)는 완전히 무관. 4개 활성성분 PubChem 참고값 모두 확보(피부감작1 확인, 눈자극 분류는 4개 성분 모두 없음)했으나 혼합제품 SDS 아님. | 원문: Warning H317: May cause an allergic skin reaction H362: May cause harm to breast-fed children","[로컬PDF검증 2차조사·미해결] pdf_path의 PDF는 Flinn Scientific의 교육용 시약 'n-Butyl Alcohol' 단일물질 SDS(Danger/H226,H302,H315,H318,H335,H336)로, 완제품 Penclotrime 310.68 FS(Trifloxystrobin/Clothianidin/Penflufen/Metalaxyl)의 실제 배합물 SDS가 아님. 메모가 지적한 성분 불일치와 동일 확인, 재검토 필요. | 원문: SECTION 1 — CHEMICAL PRODUCT AND COMPANY IDENTIFICATION n-Butyl Alcohol ... Signal Word DANGER",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,검증근거,EyeIrritation6pack_PID744,"[2차재시도(우회) 재시도·미해결: curl+pdftotext 재시도로 EPA 등록 라벨 원문 확보(Prothioconazole+Penflufen 성분일치 확인) + PubChem 성분 참고값] 재시도로 스캔이미지가 아닌 텍스트 추출 성공. 문서는 'Emesto Silver'(Bayer, EPA Reg 264-XXX pending) 라벨로 Prothioconazole+Penflufen 두 성분이 제품 Penpro 118FS와 일치하나 정확한 브랜드/함량 동일성은 확인 불가. FIFRA 라벨 형식(GHS 아님)으로 신호어는 CAUTION(EPA체계)이며 H코드/눈피부 GHS 카테고리 자체가 없음. PubChem 성분 참고값(Prothioconazole/Penflufen)도 눈·피부 분류 없음. | 원문: ACTIVE INGREDIENT Penflufen 9.35% Prothioconazole 1.68% ... CAUTION HAZARDS TO HUMANS AND DOMESTIC ANI","[웹조사 2차조사·미해결] (시도 출처: https://www3.epa.gov/pesticides/chem_search/ppls/000264-01123-20120511.pdf) 접속은 되었으나 스캔/압축 이미지로 신호어·H코드·눈피부구분 텍스트를 추출할 수 없었고, 제품명도 Penpro 118FS가 아닌 'EMESTO SILVER'로 나와(동일 등록번호의 다른 브랜드명 가능성) 제품 동일성도 불확실함. | 원문: ""이 PDF는 EMESTO SILVER 제품의 EPA 농약 라벨입니다... 신호어... 문서 내용이 압축되어 있어 명확히 추출할 수 없습니다""",변경,없음,확인 불가,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
