Formulation_ID,ep,원문,판독,태그,원문지지,범주유효,NC근거유형,기존y,기존src_detail,충돌,채택가능,판정근거
EyeIrritation6pack_PID48,sens,피부 알레르기 반응 유발 가능(May cause allergic skin reaction),1,h_phrase,지지,정상,해당없음,1.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID480,eye,눈에 자극성(irritating to eyes),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID480,skin,피부 자극성(irritating); 피부염 가능성,,qual_only,해당없음,정상,해당없음,1.0,sds_2nd,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID480,sens,피부 접촉 시 알레르기 반응 유발 가능(피부감작 Maximization test 양성),1,pos_assert,지지,정상,해당없음,1.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID481,eye,눈 자극 유발 (EPA Toxicity Category III 수준),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID500,sens,spinosad: no skin sensitization (guinea pig); di-2-ethylhexyl sodium sulfosuccinate: no skin sensitization (human); TiO2: no contact allergy/skin sensitization in mice/guinea pigs; no respiratory sensitization data,,comp,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=comp)
EyeIrritation6pack_PID512,eye,자료 없음,,no_data,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID512,skin,경미한 피부 자극(rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID515,skin,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID515,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID516,skin,피부부식성/자극성 물질로 분류되지 않음,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID516,sens,호흡기/피부과민성 물질로 분류되지 않음,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID519,skin,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID519,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID523,sens,May cause respiratory tract irritation (공식 과민성물질 분류 없음),,nc_weak,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=nc_weak)
EyeIrritation6pack_PID530,skin,Slight irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID530,sens,Not a skin sensitizer in animal studies,NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID533,eye,Mild irritant,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID533,skin,Moderately irritating (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID538,eye,"Moderate (redness of conjunctivae, rabbit)",,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID538,skin,"Slight (erythema, rabbit)",,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID538,sens,Skin sensitizer,1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID54,eye,Moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID540,eye,Moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID549,skin,Avoid contact with skin; harmful if absorbed through skin (no formal classification stated),,precaution_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=precaution_only)
EyeIrritation6pack_PID55,sens,Classified as potential skin sensitizer,1,pos_assert,지지,정상,해당없음,1.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID551,skin,Irritating effect,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID553,eye,"Irritant (rabbit, OECD 405)",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID553,skin,"Slightly irritating (rabbit, OECD 404)",,qual_only,해당없음,정상,해당없음,1.0,sds_v1,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID553,sens,"Skin sensitizing, positive (LLNA mouse, OECD 429)",1,pos_assert,지지,정상,해당없음,1.0,sds_v1,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID557,eye,다수 통보 코드 없음(10% 미만),,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID557,skin,다수 통보 코드 없음(10% 미만),,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID557,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID559,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID559,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID560,eye,Moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID560,skin,Harmful if absorbed through skin; avoid contact,,precaution_only,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=precaution_only)
EyeIrritation6pack_PID563,skin,"자료 없음 (H312: 피부접촉시 유해, Acute Tox. 4)",,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID563,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID568,eye,Minimally Irritating,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID568,sens,Not Considered a Sensitizer,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID570,eye,Mildly irritating (rabbit),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID570,skin,Slightly irritating (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID570,sens,Not available,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID571,skin,Moderately irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID571,sens,May cause an allergic skin reaction,1,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID574,eye,Slightly irritating,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID574,skin,Mildly irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID574,sens,Not a skin sensitizer,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID578,eye,May cause irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID578,skin,Causes mild skin irritation,3,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID59,eye,Causes moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID59,skin,Harmful if absorbed through skin,,xep,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID61,eye,Irritating to eyes; Eye (rabbit): Moderate,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID61,skin,May cause slight skin irritation; corrosivity not available,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID61,sens,Not available,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID618,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID62,eye,자료 없음,,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID62,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID621,eye,자료 없음,,no_data,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID621,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID621,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID626,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID627,eye,자료 없음,,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID627,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID628,eye,"경미한 눈자극(Mildly Irritating, Rabbit)",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID628,skin,"경미한 피부자극(Slightly Irritating, Rabbit)",,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID631,skin,Permethrin 경미한 피부자극(Rabbit); PBO 무자극(Rabbit),,comp,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=comp)
EyeIrritation6pack_PID639,eye,Classification criteria not indicated as met (no specific H-code beyond H410),NC,nc_explicit,지지,정상,b,1.0,ntp_measured,충돌,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID639,skin,Classification criteria not indicated as met (no specific H-code beyond H410),NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID654,eye,고독성이며 눈을 통해 빠르게 흡수됨; 발적/자극/눈물 유발 가능,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID654,skin,고독성이며 피부를 통해 빠르게 흡수됨,,xep,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID661,skin,Category 4 (H312),,xep,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID675,eye,경미한 자극 - 표시 불필요 (rabbit),NC,nc_explicit,지지,정상,b,1.0,ntp_measured,충돌,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID675,skin,경미한 자극 - 표시 불필요 (rabbit),NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID675,sens,피부: 감작성 있음 (guinea pig),1,pos_assert,지지,정상,해당없음,1.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID676,eye,경미한 눈자극 (rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID677,eye,"경미한 눈자극, 72시간 내 회복 (rabbit)",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID677,skin,"중등도 자극 (72h, Primary Irritation Index 2.3)",,draize_pii,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=draize_pii)
EyeIrritation6pack_PID677,sens,양성(감작성 있음),1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID684,eye,중등도 눈자극 및 각막손상 가능,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID684,skin,짧은 접촉 시 경미한 피부자극(발적) 가능,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID684,sens,장기간/반복 피부접촉 시 일부 개인에서 알레르기 반응 가능,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID691,sens,SDS 내 명시 안됨(not_stated),,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID70,eye,Slightly irritating (rabbit); EPA Toxicity Category IV,,epa_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID70,skin,Slightly irritating (rabbit); EPA Toxicity Category IV,,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID71,eye,중등도 눈 자극 (Moderate eye irritation),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID71,skin,"경미한 피부 자극 (Slight skin irritation), 피부감작 가능성 있음",,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID71,sens,잠재적 피부 감작물질(potential skin sensitizer)로 명시,,pos_assert,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=pos_assert)
EyeIrritation6pack_PID716,eye,눈에 자극성 있음(irritating); 실질적이나 일시적인 눈 손상 유발 가능(substantial but temporary eye injury),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID718,sens,"제품: 감작 유발하지 않음(guinea pig); 3,5,7-triaza 성분은 피부접촉시 감작 가능성",NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID727,eye,Moderate eye irritation (EPA 라벨),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID727,skin,Harmful if absorbed through skin (EPA 라벨),,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID739,eye,"Slight irritant effect, no labelling required (rabbit)",NC,nc_explicit,지지,정상,b,0.0,ntp_measured,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID740,sens,not stated in source,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID743,eye,가벼운 눈 자극(토끼),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID743,skin,가벼운 피부 자극(토끼),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID743,sens,피부 감작성 없음(기니피그),NC,nc_explicit,지지,정상,a,0.0,sds_v1_negative_recovered,일치,채택,원문지지+범주유효+기존y일치(NC근거=a)
EyeIrritation6pack_PID745,eye,자료 없음,,no_data,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID745,skin,가벼운 피부 자극(토끼),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID746,eye,가벼운 눈 자극(토끼),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID746,sens,피부 감작성 없음(토끼),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID748,eye,Slight irritation (rabbit),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID750,skin,Rabbit skin - Mild skin irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID751,eye,Moderately irritating (causes substantial but temporary eye injury),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID751,skin,Moderately irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID751,sens,"Positive sensitizer (guinea pig, dermal)",1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID777,eye,PubChem 집계자료에는 해당 코드 없음(자료 부족),,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID783,eye,"경미한 자극 (Rabbit, Minimally irritating)",,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID783,sens,피부: 비감작성(Guinea pig); 호흡기감작성 자료없음,NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID790,eye,자료 없음,,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID790,skin,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID792,sens,Not a contact sensitizer,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID793,sens,자료 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID798,eye,경미한 눈자극 (rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID800,sens,반복접촉 시 알레르기 반응 유발 가능(민감성 물질),1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID808,eye,Causes eye irritation,2B,h_phrase,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID808,skin,Harmful if absorbed through skin; may cause slight irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID809,eye,Moderate eye irritation (product); minimally irritating (rabbit study),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID809,skin,May cause skin irritation; harmful if absorbed through skin; slight irritation (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID81,eye,"Minimally irritant (Rabbit), EPA Toxicity Category IV",,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID81,skin,"Slightly irritating (Rabbit), EPA Toxicity Category IV",,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID81,sens,Not a dermal sensitizer (Guinea Pig),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID813,eye,"Brief/minor eye irritation, EPA Toxicity Category III",,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID813,skin,"Brief/minor skin irritation, EPA Toxicity Category IV; slightly toxic when absorbed through skin (Category III)",,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID813,sens,Not expected to cause allergic skin reactions,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID819,sens,장기 또는 반복 피부접촉시 알레르기 반응(피부감작) 유발 가능 - 라벨 기준,1,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID829,sens,정보 확인 안됨 (not_stated),,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID863,skin,"Based on available data, the classification criteria are not met",NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID863,sens,"Based on available data, the classification criteria are not met",NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID867,eye,Rabbit: Mildly irritating,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID867,skin,Rabbit: Slightly irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID867,sens,Not a contact sensitizer in guinea pigs following repeated skin exposure,NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID870,eye,Rabbit: irritating - causes substantial but temporary eye injury,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID870,skin,Rabbit: irritating (slight irritation),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID870,sens,"Caused skin sensitization in animal studies (modified Buehler test, guinea pig)",1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID871,eye,Eye irritation reported,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID897,eye,Mild eye irritation (rabbit) - not formally classified in this SDS,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID916,sens,Not Established (no sensitization data/classification),,no_data,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID920,eye,"Severely irritating (rabbit); corrosive, causes irreversible eye damage",1,h_phrase,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID920,skin,Slightly irritating (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID922,eye,Moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID922,skin,Harmful if absorbed through skin,,xep,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID926,eye,Mildly irritating (rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID926,skin,Slightly irritating (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID926,sens,Not a contact sensitizer (guinea pig),NC,nc_explicit,지지,정상,a,0.0,sds_v1_negative_recovered,일치,채택,원문지지+범주유효+기존y일치(NC근거=a)
EyeIrritation6pack_PID965,eye,Brief and/or minor irritation (rabbits) - EPA Tox Category III,,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID965,skin,Brief and/or minor irritation (rabbits) - EPA Tox Category IV,,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID977,skin,Slightly irritating but not sufficient for classification; not a skin sensitizer,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID977,sens,Not a skin sensitizer,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID982,skin,Shall not be classified as corrosive/irritant to skin,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID982,sens,Shall not be classified as a respiratory or skin sensitiser,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID986,eye,Severely irritating to eyes,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID986,skin,Moderately irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID986,sens,Sensitizer,1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID998,eye,Moderately irritating (rabbit) - EPA Tox Category III,,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
MIX1,eye,Information not available (힌트 2B이나 SDS 본문엔 구체적 코드 없음),,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
MIX1,skin,Causes mild skin irritation; may cause allergic reactions in very susceptible persons,3,h_phrase,지지,정상,해당없음,0.0,ntp_measured,충돌,재검,기존y=0 충돌(src=ntp_measured) [NTP실측 충돌-재검필수]
MIX1002,eye,Not determined / No significant effects or critical hazards,,no_data,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=no_data)
MIX1004,eye,No significant effects or critical hazards,,nc_weak,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=nc_weak)
