Formulation_ID,분류,제품명,후보URL수,시도URL수,채택URL,채택파일,제품명일치,성분일치수,문서형식,판정,경로,사유,기존URL
MIX494,다른제품문서,Tital FL,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.afi-usa.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.afi-usa.com/F2/Reports/pdf/REPORT_SDS_F35268.pdf
MIX517,다른제품문서,VCP-01,1,0,,,,0,,미발견,,검증 통과 문서 없음 — nmu-mi.newlook.safecollegessds.com: 제품명 없음 · 성분 일치 0 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,http://nmu-mi.newlook.safecollegessds.com/document/repo/9f0e5cca-a094-4c40-afa2-c4296ff77e4e
MIX532,다른제품문서,UBI 4389,1,0,,,,0,,미발견,,검증 통과 문서 없음 — documents1.worldbank.org: 제품명 없음 · SDS·라벨 형식 아님 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://documents1.worldbank.org/curated/en/344361468752976836/txt/multi0page.txt
MIX545,대체근거문서,V-10116 3.7 FS,1,0,,,,0,,미발견,,검증 통과 문서 없음 — msdsdigital.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://msdsdigital.com/system/files/0372Rev3%20METLOCK%20MSDS.pdf
MIX547,대체근거문서,XDE-PRDX,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.merckmillipore.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.merckmillipore.com/Web-BR-Site/pt_BR/-/BRL/ShowDocument-File?ProductSKU=EMD_BIO-530746&DocumentType=MSD&DocumentId=530746_SDS_IE_EN.PDF&DocumentUID=357239148&Language=EN&Country=IE&Origin=null
MIX552,대체근거문서,Ygiene 206,1,1,https://quiplabs.com/wp-content/uploads/GHS-SDS-Ygiene-206-Sterilant.pdf,문서/MIX552__재수집.pdf,예,2,SDS·라벨 표지 있음,발견,원URL,제품명 낱말일치 · 성분 2개 일치 · SDS·라벨 형식 (원URL),https://quiplabs.com/wp-content/uploads/GHS-SDS-Ygiene-206-Sterilant.pdf
MIX557,다른제품문서,Zoxamide(95_100%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chemicalbook.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.chemicalbook.com/msds/oxamide.pdf
MIX564,다른제품문서,RebelEx,1,0,,,,0,,미발견,,검증 통과 문서 없음 — cdn.webshopapp.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://cdn.webshopapp.com/shops/270979/files/385964865/ack-202-acryl-rebel-en.pdf
MIX569,대체근거문서,Ridomil Gold MZ WG,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/israel-agan/sites/adama_israel_agan/files/product-documents/2021-11/RIDOMIL%20GOLD%20MZ%20WG.pdf
MIX576,대체근거문서,Coumaphos (97.6),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/IN/en/sds/sial/45403?srsltid=AfmBOooiBx0DPASW644X0VCsXSbeoDhDQyQFCSzglkOGS_Dr1IvbeSgM
MIX587,대체근거문서,Folicur 1. 2 emulsifiable concentrate(15.4),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cropscience.bayer.co.nz: HTTP 404 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-wg/folicur-wg-sds.pdf?sc_lang=en
MIX598,다른제품문서,Pursuit/Dimethenamide,1,2,,,,0,,미발견,,검증 통과 문서 없음 — www.cdms.net: 제품명 없음 · 성분 일치 0 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 · 성분 일치 0 | web.archive.org: 제품명 없음 · 성분 일치 0 | 아카이브 스냅샷 0건도 검증 미통과,http://www.cdms.net/ldat/mp2PP001.pdf
MIX605,대체근거문서,The Andersons 0.2% Imidacloprid Insecticide + Fertilizer,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/ko/sds/sial/68694?srsltid=AfmBOopitEEeFyeef1NBPrbVdWeSRZwRZepNtLBn3DAgOOWZozhfCZBb
MIX615,대체근거문서,Fludioxonil 50WP,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ConnectionError) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/FR/en/sds/SIGMA/46102?srsltid=AfmBOopvvsMzWkzD6gGQnO1Qg5MR0kcB_tdfAwyWtBKCCk_DGU-K9vME
MIX616,대체근거문서,Fludioxonil(94.7%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/FR/en/sds/SIGMA/46102?srsltid=AfmBOorWnZBj-iTKxa24yBLdO7IR-Ok3Tjw14jT7YUc6I5eeoBEHCK72
MIX631,다른제품문서,DPX-E9636-38,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cdhfinechemical.com: 제품명 없음 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.cdhfinechemical.com/images/product/msds/37_1319722749_DPXMountant-MSDS.pdf
MIX633,대체근거문서,Flumethrin(87.9),1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/FR/en/sds/SIAL/46417?srsltid=AfmBOoryZW4mRSsXnOOteN5T4rdnQ4Hy9oSUne9Qx4UibFNB0mlLymGE
MIX634,대체근거문서,Flumethrin(95.1),1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/FR/en/sds/SIAL/46417?srsltid=AfmBOopqceoasLhY8kNkN8jktfoSJED8wsQN_8_syXUCzSl5g-ODnE97
MIX638,대체근거문서,Gharda Permethrin (95.3),1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/sial/45614?srsltid=AfmBOooF3J6FSo-qDvSs4oX7nuh9r1ICNdIvnSwtthE1fHe7mWlMlUUK
MIX639,대체근거문서,Gharda Permethrin (94),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/en/sds/sial/45614?srsltid=AfmBOooeyoGsuQWhH_k1dn_dVnSSVvMutumo-yZHVY9g3hujpA2hrIfH
MIX643,대체근거문서,Magnate 75 SG (75.25),1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.wynnstay.co.uk: HTTP 403 | 아카이브에 스냅샷 없음,https://www.wynnstay.co.uk/media/wysiwyg/MSDS/Manzate.pdf?srsltid=AfmBOooSyIepurJzmxJm13LnOB7jf0ITjlS1i65-xHcMTKPaiZcifSG0
MIX644,대체근거문서,Metalaxyl,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/sial/32012?srsltid=AfmBOoonUbrPOl-kdmiI91cNLZVwO1r2MNH4-oPg7CZp8NDtcm1QJHCt
MIX646,대체근거문서,Metsulfuron Methyl 75XP,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/sial/46432?srsltid=AfmBOop68omnUr5R89jlkvxA_YYPn-h3JQt9R63mkghPbRP78jyDG6H6
MIX658,다른제품문서,"Storicide II Grain, Bin to Warehouse Insecticide",1,2,,,,0,,미발견,,검증 통과 문서 없음 — s3-us-west-1.amazonaws.com: 제품명 없음 · 성분 일치 0 | web.archive.org: 제품명 없음 · 성분 일치 0 | 아카이브 스냅샷 0건도 검증 미통과,https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/SegmentR_II_Herbicide_MSDSp.pdf
MIX672,대체근거문서,Calypso 4F,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cropscience.bayer.co.nz: HTTP 404 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/insecticides/calypso/calypso-sds.pdf
MIX679,대체근거문서,Consus Glyphosate,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/SIAL/45521?sdslanguage=E&srsltid=AfmBOoolt9niz5mKd6tkOezkJMf9gfopscB7pWEJOvHfGViQDMz68Ee_
MIX680,다른제품문서,Countdown L&G,1,0,,,,0,,미발견,,검증 통과 문서 없음 — d.otto.de: 제품명 없음 · 성분 일치 0 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://d.otto.de/files/b5559e77-2f10-5a4e-864e-5335a2888fbe.pdf
MIX69,대체근거문서,Boscalid,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브에 스냅샷 없음,https://www.tcichemicals.com/BE/en/sds/B4038_EU_6N.pdf
MIX701,다른제품문서,NEUl l 71H RTU,1,0,,,,0,,미발견,,검증 통과 문서 없음 — totara-msds.co.nz: 제품명 없음 · 성분 일치 0 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://totara-msds.co.nz/wp-content/uploads/2022/05/SDS-Totara-Total-Moss-and-mould-RTU-Nov-2021.pdf
MIX715,대체근거문서,Texan Glyphosate,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/SIAL/45521?sdslanguage=E&srsltid=AfmBOooPvsi8H_1x_Opwp6jJQoYg6WXjaLd0Nclx0UTmklTbCTCTx_gG
MIX785,대체근거문서,Cellosolve + TX100,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/sial/x100?srsltid=AfmBOoqBX4XLkbNtCswek3hzXQ04nG4nRXTfOoSOYw0cz2w5ZfGoGqUM
MIX794,대체근거문서,Oleic/caprylic acid,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/FR/en/sds/SIAL/75090?srsltid=AfmBOorT8SELmgdNnR7OyMzKQDI8x_CH2Mjq2Tyoa_7hp06frF24N0CV
MIX800,대체근거문서,sulfuric acid + cellusolve,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/aldrich/339741?srsltid=AfmBOoqsgQRqcZlF8bC4ecfNw7L9tVstPU2DuyIcIyVTFoUA-m8muY3K
MIX803,대체근거문서,Sodium hydroxide/ Sodium dodecyl sulfate(1:10),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/FR/en/sds/SIGMA/71736?srsltid=AfmBOooTBztUWx62PNtfBPIPU7yzPG7nXKYqDuaDCqqC94A7uDaKAmXP
MIX806,대체근거문서,Sulfuric acid/ Triton X-100,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/en/sds/sial/x100?srsltid=AfmBOooZ5LS7tOQfLY8C3xLhXkELDIn4Fdj0K10dL9rrSPSwC7sxQPth
MIX820,대체근거문서,65/35 Octanoic/decanoic acid,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/en/sds/sial/175366?srsltid=AfmBOop1uL6smSSQKKT_7BCuPVrrMTOI7bKMj1J0XsbEgFlvaiA_ss5g
MIX823,다른제품문서,dicyanamine/formaldehyde condensate,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.fishersci.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.fishersci.com/store/msds?partNumber=AC113810010&countryCode=US&language=en
MIX84,대체근거문서,Captan 80 WDG,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/uk/sites/adama_uk/files/product-documents/2025-03/captan80wdg-safety-data-sheet.pdf
MIX851,대체근거문서,Tebuconazole (HWG-1608; Folicur) (15.4%),1,2,http://web.archive.org/web/20230120073420id_/https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-wg/folicur-wg-sds.pdf?sc_lang=en,문서/MIX851__재수집.pdf,예,2,SDS·라벨 표지 있음,발견,웹아카이브,제품명 낱말일치 · 성분 2개 일치 · SDS·라벨 형식 (웹아카이브),https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-wg/folicur-wg-sds.pdf?sc_lang=en
MIX852,대체근거문서,Tebuconazole (HWG-1608; Folicur) (16.6%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cropscience.bayer.co.nz: HTTP 404 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회 HTTP 503,https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-wg/folicur-wg-sds.pdf?sc_lang=en
MIX857,대체근거문서,Terpinyl acetate,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.tcichemicals.com/BE/en/sds/T0023_EU_6N.pdf
MIX879,대체근거문서,Cade oil rectified (juniper tar),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.msdsdigital.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회 HTTP 503,https://www.msdsdigital.com/system/files/Cade%20Oil.pdf
MIX922,다른제품문서,Chenopodium oil,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.fishersci.com: 제품명 없음 · 성분 일치 0 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회 HTTP 503,https://www.fishersci.com/store/msds?partNumber=AAJ6036406&productDescription=CHENODEOXYCHOLIC+ACID+5G&vendorId=VN00024248&countryCode=US&language=en
