Formulation_ID,ingredient_name,cas,채움전략,농도값,정보원,신뢰도,상세,원본행인덱스
EyeIrritation6pack_PID276,3.1 Substance/Mixture,91465-08-6,전략2_CASmedian_n>=3,4.63,동일CAS_median(n=23),중간,"동일CAS n=23, 중앙값=4.6%, pct_status=ok",572
EyeIrritation6pack_PID286,Molecular Weight: 449.85,91465-08-6,전략2_CASmedian_n>=3,4.63,동일CAS_median(n=23),중간,"동일CAS n=23, 중앙값=4.6%, pct_status=ok",585
EyeIrritation6pack_PID288,mol,52315-07-8,전략2_CASmedian_n>=3,0.0625,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=0.1%, pct_status=ok",588
EyeIrritation6pack_PID298,Dichlorvos,62-73-7,전략2_CASmedian_n>=3,5.3,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=5.3%, pct_status=ok",597
EyeIrritation6pack_PID298,"Solvent naphtha (petroleum), heavy aromatic",64742-94-5,전략2_CASmedian_n>=3,46.0,동일CAS_median(n=15),중간,"동일CAS n=15, 중앙값=46.0%, pct_status=ok",598
EyeIrritation6pack_PID300,Permethrin (ISO) >= 5 -<,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",603
EyeIrritation6pack_PID303,Acetic acid 1 - 5,64-19-7,전략2_CASmedian_n>=3,82.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=82.1%, pct_status=ok",608
EyeIrritation6pack_PID316,Molecular Weight: 310.68,35367-38-5,전략2_CASmedian_n>=3,22.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=22.0%, pct_status=ok",624
EyeIrritation6pack_PID323,Dinotefuran,165252-70-0,전략2_CASmedian_n>=3,20.0,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=20.0%, pct_status=ok",630
EyeIrritation6pack_PID324,Dinotefuran (-No),165252-70-0,전략2_CASmedian_n>=3,20.0,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=20.0%, pct_status=ok",631
EyeIrritation6pack_PID324,s)-Methoprene Technical (-No,65733-16-6,전략2_CASmedian_n>=3,5.8,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=5.8%, pct_status=ok",632
EyeIrritation6pack_PID325,Dinotefuran,165252-70-0,전략2_CASmedian_n>=3,20.0,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=20.0%, pct_status=ok",633
EyeIrritation6pack_PID326,Fluoxastrobin,361377-29-9,전략2_CASmedian_n>=3,94.8,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=94.8%, pct_status=ok",634
EyeIrritation6pack_PID366,"Crystalline silica, quartz trace",14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",742
EyeIrritation6pack_PID377,Isopropylamine salt of glyphosate,38641-94-0,전략2_CASmedian_n>=3,41.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=41.0%, pct_status=ok",772
EyeIrritation6pack_PID419,Tau-fluvalinate (-No),102851-06-9,전략2_CASmedian_n>=3,0.014,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=0.0%, pct_status=ok",898
EyeIrritation6pack_PID419,Ethylene glycol (-No),107-21-1,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=10.0%, pct_status=ok",900
EyeIrritation6pack_PID433,from Elemental Sulfur not listed,7704-34-9,전략2_CASmedian_n>=3,40.225,동일CAS_median(n=16),중간,"동일CAS n=16, 중앙값=40.2%, pct_status=ok",918
EyeIrritation6pack_PID434,Propiconazole 418 g/L,60207-90-1,전략2_CASmedian_n>=3,1.41,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=1.4%, pct_status=ok",919
EyeIrritation6pack_PID434,Naphthalene 40 – 45 g/L,91-20-3,전략2_CASmedian_n>=3,4.6,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=4.6%, pct_status=ok",920
EyeIrritation6pack_PID441,Ethylene Glycol,107-21-1,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=10.0%, pct_status=ok",931
EyeIrritation6pack_PID443,Identifiers,142459-58-3,전략2_CASmedian_n>=3,46.2,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=46.2%, pct_status=ok",934
EyeIrritation6pack_PID51,Diuron,330-54-1,전략2_CASmedian_n>=3,19.0,동일CAS_median(n=15),중간,"동일CAS n=15, 중앙값=19.0%, pct_status=ok",1137
EyeIrritation6pack_PID51,Chlorothalonil,1897-45-6,전략2_CASmedian_n>=3,38.5,동일CAS_median(n=29),중간,"동일CAS n=29, 중앙값=38.5%, pct_status=ok",1138
EyeIrritation6pack_PID511,mol,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",1139
EyeIrritation6pack_PID514,article number: 22YE,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",1142
EyeIrritation6pack_PID515,"Synonyms : glyphosate,N-(Phosphonomethyl)glycine 2-propylamine",1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",1144
EyeIrritation6pack_PID516,mol,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",1145
EyeIrritation6pack_PID519,Glyphosate,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",1147
EyeIrritation6pack_PID520,Piperonyl butoxide,51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",1151
EyeIrritation6pack_PID520,Pyrethrins,8003-34-7,전략2_CASmedian_n>=3,0.55,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=0.6%, pct_status=ok",1152
EyeIrritation6pack_PID555,Bifenthrin 2g/Kg,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",1224
EyeIrritation6pack_PID556,"Alcohols, C11-14-iso-, C13-rich, eth- >= 1 - <",78330-21-9,전략2_CASmedian_n>=3,15.5,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=15.5%, pct_status=ok",1229
EyeIrritation6pack_PID559,"Synonyms : Iprodione,IPRODION",36734-19-7,전략2_CASmedian_n>=3,23.3,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=23.3%, pct_status=ok",1239
EyeIrritation6pack_PID560,"Distillates (petroleum), hydrotreated light >= 70 - <",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=cross_source_block_dropped:ntp_ice_kept",1240
EyeIrritation6pack_PID594,TCM; PC Code 015804; . Given the minimal amount of new data received since the,317815-83-1,전략2_CASmedian_n>=3,45.0,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=45.0%, pct_status=ok",1303
EyeIrritation6pack_PID607,No,7732-18-5,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=50.0%, pct_status=ok",1320
EyeIrritation6pack_PID632,2-(4-Chloro-2-methylphenoxy)propanoic acid,93-65-2,전략2_CASmedian_n>=3,49.655,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=49.7%, pct_status=ok",1389
EyeIrritation6pack_PID635,3.1 Mixtures,1897-45-6,전략2_CASmedian_n>=3,38.5,동일CAS_median(n=29),중간,"동일CAS n=29, 중앙값=38.5%, pct_status=ok",1395
EyeIrritation6pack_PID635,Hazardous components,70630-17-0,전략2_CASmedian_n>=3,1.7,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=1.7%, pct_status=ok",1396
EyeIrritation6pack_PID635,For explanation of abbreviations see section 16,2634-33-5,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=10.0%, pct_status=ok",1397
EyeIrritation6pack_PID65,Imidacloprid 0.10-0.125,138261-41-3,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=65),중간,"동일CAS n=65, 중앙값=2.5%, pct_status=ok",1407
EyeIrritation6pack_PID65,Bifenthrin 0.08-0.10,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",1408
EyeIrritation6pack_PID65,Sulfur 0-3,7704-34-9,전략2_CASmedian_n>=3,40.225,동일CAS_median(n=16),중간,"동일CAS n=16, 중앙값=40.2%, pct_status=ok",1416
EyeIrritation6pack_PID65,Quartz (SiO2) 0-1,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",1417
EyeIrritation6pack_PID651,Flufenacet,142459-58-3,전략2_CASmedian_n>=3,46.2,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=46.2%, pct_status=cross_source_block_dropped:master_kept",1423
EyeIrritation6pack_PID655,PiperonylButoxide(PBO),51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",1428
EyeIrritation6pack_PID655,Permethrin,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",1429
EyeIrritation6pack_PID655,"Petroleumdistillates,hydrotreatedlight < 10",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",1430
EyeIrritation6pack_PID656,Pyrethrins,8003-34-7,전략2_CASmedian_n>=3,0.55,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=0.6%, pct_status=ok",1436
EyeIrritation6pack_PID656,PiperonylButoxide(PBO),51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",1437
EyeIrritation6pack_PID656,Permethrin,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",1438
EyeIrritation6pack_PID656,"Petroleumdistillates,hydrotreatedlight < 10",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",1439
EyeIrritation6pack_PID658,0-1 permethrin,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",1453
EyeIrritation6pack_PID661,Diflubenzuron,35367-38-5,전략2_CASmedian_n>=3,22.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=22.0%, pct_status=cross_source_block_dropped:master_kept",1464
EyeIrritation6pack_PID689,Fipronil,120068-37-3,전략2_CASmedian_n>=3,6.6,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=6.6%, pct_status=ok",1509
EyeIrritation6pack_PID698,Clothianidin 1 - 5 Active ingredient,210880-92-5,전략2_CASmedian_n>=3,20.175,동일CAS_median(n=22),중간,"동일CAS n=22, 중앙값=20.2%, pct_status=ok",1526
EyeIrritation6pack_PID698,Metconazole 0.1 - 1 Active ingredient,125116-23-6,전략2_CASmedian_n>=3,5.0,동일CAS_median(n=7),중간,"동일CAS n=7, 중앙값=5.0%, pct_status=ok",1527
EyeIrritation6pack_PID698,Metalaxyl 0.1 - 1 Active ingredient,57837-19-1,전략2_CASmedian_n>=3,0.8,동일CAS_median(n=28),중간,"동일CAS n=28, 중앙값=0.8%, pct_status=ok",1528
EyeIrritation6pack_PID698,Propylene glycol 3 - 7 Humectant,57-55-6,전략2_CASmedian_n>=3,4.0,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=4.0%, pct_status=ok",1529
EyeIrritation6pack_PID719,thiamethoxam (ISO) <,153719-23-4,전략2_CASmedian_n>=3,20.0,동일CAS_median(n=27),중간,"동일CAS n=27, 중앙값=20.0%, pct_status=ok",1576
EyeIrritation6pack_PID737,Glycerin 7.6,56-81-5,전략2_CASmedian_n>=3,8.5,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=8.5%, pct_status=ok",1607
EyeIrritation6pack_PID741,"Synonyms : Penflufen,1H-Pyrazole-4-carboxamide, N-[2-(1,3-dimethylbutyl)phenyl]-5-fluoro-1,3-dimethyl",494793-67-8,전략2_CASmedian_n>=3,7.675,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=7.7%, pct_status=ok",1619
EyeIrritation6pack_PID746,"Synonyms : penthiopyrad,GAIA",183675-82-3,전략2_CASmedian_n>=3,35.2,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=35.2%, pct_status=ok",1629
EyeIrritation6pack_PID756,Glycerol,56-81-5,전략2_CASmedian_n>=3,8.5,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=8.5%, pct_status=ok",1642
EyeIrritation6pack_PID760,Pinoxaden,243973-20-8,전략2_CASmedian_n>=3,4.976,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=5.0%, pct_status=cross_source_block_dropped:master_kept",1656
EyeIrritation6pack_PID784,Deltamethrin,52918-63-5,전략2_CASmedian_n>=3,4.225,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=4.2%, pct_status=ok",1737
EyeIrritation6pack_PID784,Kathon,55965-84-9,전략2_CASmedian_n>=3,0.0009125,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.0%, pct_status=ok",1738
EyeIrritation6pack_PID788,mol,107534-96-3,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=53),중간,"동일CAS n=53, 중앙값=10.0%, pct_status=ok",1740
EyeIrritation6pack_PID790,"Synonyms : Dimethenamid,Frontier",87674-68-8,전략2_CASmedian_n>=3,31.635,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=31.6%, pct_status=ok",1743
EyeIrritation6pack_PID806,Sodium Hydroxide 3,1310-73-2,전략2_CASmedian_n>=3,5.0,동일CAS_median(n=7),중간,"동일CAS n=7, 중앙값=5.0%, pct_status=ok",1815
EyeIrritation6pack_PID815,Aminocyclopyrachlor,858956-08-8,전략2_CASmedian_n>=3,0.05,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=0.1%, pct_status=ok",1852
EyeIrritation6pack_PID827,Abamectin,71751-41-2,전략2_CASmedian_n>=3,6.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=6.0%, pct_status=ok",1875
EyeIrritation6pack_PID828,mol,138261-41-3,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=65),중간,"동일CAS n=65, 중앙값=2.5%, pct_status=ok",1878
EyeIrritation6pack_PID852,Glycerin,56-81-5,전략2_CASmedian_n>=3,8.5,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=8.5%, pct_status=ok",1944
EyeIrritation6pack_PID856,480 g/L,21087-64-9,전략2_CASmedian_n>=3,75.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=75.0%, pct_status=ok",1979
EyeIrritation6pack_PID867,Glycerin,56-81-5,전략2_CASmedian_n>=3,8.5,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=8.5%, pct_status=ok",2007
EyeIrritation6pack_PID868,Fipronil,120068-37-3,전략2_CASmedian_n>=3,6.6,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=6.6%, pct_status=ok",2008
EyeIrritation6pack_PID869,Glyphosate,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=cross_source_block_dropped:master_kept",2013
EyeIrritation6pack_PID891,Rimsulfuron,122931-48-0,전략2_CASmedian_n>=3,25.0,동일CAS_median(n=11),중간,"동일CAS n=11, 중앙값=25.0%, pct_status=ok",2049
EyeIrritation6pack_PID897,spirotetramat (ISO),203313-25-1,전략2_CASmedian_n>=3,22.4,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=22.4%, pct_status=ok",2059
EyeIrritation6pack_PID923,Glyphosate,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=cross_source_block_dropped:master_kept",2130
EyeIrritation6pack_PID951,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",107534-96-3,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=53),중간,"동일CAS n=53, 중앙값=10.0%, pct_status=ok",2171
EyeIrritation6pack_PID968,Limestone Calcite 50-60,1317-65-3,전략2_CASmedian_n>=3,23.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=23.0%, pct_status=ok",2201
EyeIrritation6pack_PID968,Bifenthrin Talstar <1.0,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",2202
EyeIrritation6pack_PID976,"Synonyms : Thiencarbazone-methyl,Thiencarbazone",317815-83-1,전략2_CASmedian_n>=3,45.0,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=45.0%, pct_status=ok",2225
EyeIrritation6pack_PID982,Glyphosate,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",2248
EyeIrritation6pack_PID991,Thiophanate methyl,23564-05-8,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=10),중간,"동일CAS n=10, 중앙값=50.0%, pct_status=ok",2274
EyeIrritation6pack_PID998,Isoparaffinic Hydrocarbon 5-10,64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",2291
MIX100,Crystalline quartz (respirable),14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",2302
MIX105,Ethylene Glycol,107-21-1,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=10.0%, pct_status=ok",2483
MIX115,Kaolin clay NF Carrier,1332-58-7,전략2_CASmedian_n>=3,13.6,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=13.6%, pct_status=ok",2607
MIX117,Silica,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",2610
MIX126,3.1 Substance/Mixture,91465-08-6,전략2_CASmedian_n>=3,4.63,동일CAS_median(n=23),중간,"동일CAS n=23, 중앙값=4.6%, pct_status=ok",2641
MIX139,"Solvent naphtha (petroleum), heavy aromatic",64742-94-5,전략2_CASmedian_n>=3,46.0,동일CAS_median(n=15),중간,"동일CAS n=15, 중앙값=46.0%, pct_status=ok",2672
MIX141,Permethrin (ISO) >= 5 -<,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",2682
MIX151,Molecular Weight: 310.68,35367-38-5,전략2_CASmedian_n>=3,22.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=22.0%, pct_status=ok",2715
MIX161,Dinotefuran,165252-70-0,전략2_CASmedian_n>=3,20.0,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=20.0%, pct_status=ok",2733
MIX167,"Crystalline silica, quartz trace",14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",2756
MIX185,Isopropylamine salt of glyphosate,38641-94-0,전략2_CASmedian_n>=3,41.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=41.0%, pct_status=ok",2808
MIX198,Carfentrazone-ethyl,128639-02-1,전략2_CASmedian_n>=3,0.395,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.4%, pct_status=cross_source_block_dropped:master_kept",2871
MIX200,Tau-fluvalinate (-No),102851-06-9,전략2_CASmedian_n>=3,0.014,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=0.0%, pct_status=ok",2879
MIX200,Ethylene glycol (-No),107-21-1,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=10.0%, pct_status=ok",2881
MIX206,Clothianidin,210880-92-5,전략2_CASmedian_n>=3,20.175,동일CAS_median(n=22),중간,"동일CAS n=22, 중앙값=20.2%, pct_status=ok",2903
MIX206,Metofluthrin,240494-70-6,전략2_CASmedian_n>=3,31.439999999999998,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=31.4%, pct_status=ok",2904
MIX206,Piperonyl Butoxide,51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",2905
MIX206,Water >85,7732-18-5,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=50.0%, pct_status=ok",2906
MIX207,Propiconazole 418 g/L,60207-90-1,전략2_CASmedian_n>=3,1.41,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=1.4%, pct_status=ok",2908
MIX207,Naphthalene 40 – 45 g/L,91-20-3,전략2_CASmedian_n>=3,4.6,동일CAS_median(n=13),중간,"동일CAS n=13, 중앙값=4.6%, pct_status=ok",2909
MIX222,Identifiers,142459-58-3,전략2_CASmedian_n>=3,46.2,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=46.2%, pct_status=ok",2947
MIX245,mol,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",3017
MIX248,article number: 22YE,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",3022
MIX252,Glyphosate,1071-83-6,전략2_CASmedian_n>=3,36.5,동일CAS_median(n=21),중간,"동일CAS n=21, 중앙값=36.5%, pct_status=ok",3030
MIX267,Imidacloprid 58.5 g/L,138261-41-3,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=65),중간,"동일CAS n=65, 중앙값=2.5%, pct_status=ok",3103
MIX285,Limestone/Calcium Carbonate,1317-65-3,전략2_CASmedian_n>=3,23.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=23.0%, pct_status=ok",3172
MIX285,Crystalline Silica,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",3173
MIX292,TCM; PC Code 015804; . Given the minimal amount of new data received since the,317815-83-1,전략2_CASmedian_n>=3,45.0,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=45.0%, pct_status=ok",3202
MIX294,"Distillates (petroleum), hydrotreated light >= 70 - <",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",3207
MIX30,Sulfur 0-3,7704-34-9,전략2_CASmedian_n>=3,40.225,동일CAS_median(n=16),중간,"동일CAS n=16, 중앙값=40.2%, pct_status=ok",3238
MIX30,Quartz (SiO2) 0-1,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",3239
MIX301,MCPP-P 150 g/L not listed,16484-77-8,전략2_CASmedian_n>=3,45.61,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=45.6%, pct_status=ok",3246
MIX303,2-(4-Chloro-2-methylphenoxy)propanoic acid,93-65-2,전략2_CASmedian_n>=3,49.655,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=49.7%, pct_status=ok",3256
MIX306,No,7732-18-5,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=50.0%, pct_status=ok",3266
MIX307,3.1 Mixtures,1897-45-6,전략2_CASmedian_n>=3,38.5,동일CAS_median(n=29),중간,"동일CAS n=29, 중앙값=38.5%, pct_status=ok",3267
MIX307,Hazardous components,70630-17-0,전략2_CASmedian_n>=3,1.7,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=1.7%, pct_status=ok",3268
MIX307,For explanation of abbreviations see section 16,2634-33-5,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=10.0%, pct_status=ok",3269
MIX319,metsulfuron methyl >98,74223-64-6,전략2_CASmedian_n>=3,0.014,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=0.0%, pct_status=ok",3321
MIX321,"Petroleumdistillates,hydrotreatedlight < 10",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",3333
MIX325,Pyrethrins,8003-34-7,전략2_CASmedian_n>=3,0.55,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=0.6%, pct_status=ok",3347
MIX325,PiperonylButoxide(PBO),51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",3348
MIX325,Permethrin,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",3349
MIX325,"Petroleumdistillates,hydrotreatedlight < 10",64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",3350
MIX337,Diflubenzuron,35367-38-5,전략2_CASmedian_n>=3,22.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=22.0%, pct_status=duplicate_dropped",3415
MIX341,Fipronil,120068-37-3,전략2_CASmedian_n>=3,6.6,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=6.6%, pct_status=ok",3426
MIX35,Bifenthrin,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",3446
MIX35,Clothianidin,210880-92-5,전략2_CASmedian_n>=3,20.175,동일CAS_median(n=22),중간,"동일CAS n=22, 중앙값=20.2%, pct_status=ok",3447
MIX352,Propylene glycol 3 - 7 Humectant,57-55-6,전략2_CASmedian_n>=3,4.0,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=4.0%, pct_status=ok",3455
MIX398,Water/Inactive Ingredients,7732-18-5,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=50.0%, pct_status=cross_source_block_dropped:ntp_ice_kept",3649
MIX40,RN,129909-90-6,전략2_CASmedian_n>=3,58.25,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=58.2%, pct_status=ok",3664
MIX401,"Synonyms : Penflufen,1H-Pyrazole-4-carboxamide, N-[2-(1,3-dimethylbutyl)phenyl]-5-fluoro-1,3-dimethyl",494793-67-8,전략2_CASmedian_n>=3,7.675,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=7.7%, pct_status=ok",3669
MIX403,Abamectin,71751-41-2,전략2_CASmedian_n>=3,6.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=6.0%, pct_status=ok",3671
