Formulation_ID,group_key,y_eye__L0_raw,y_eye__L1_canon,y_eye__L1_fixed,y_eye_cat__UN_GHS,y_eye_bin__UN_GHS,y_eye_usable__UN_GHS,y_eye_cat__EU_CLP,y_eye_bin__EU_CLP,y_eye_usable__EU_CLP,y_eye_cat__K_REACH,y_eye_bin__K_REACH,y_eye_usable__K_REACH,y_eye_cat__US_OSHA,y_eye_bin__US_OSHA,y_eye_usable__US_OSHA,y_skin__L0_raw,y_skin__L1_canon,y_skin__L1_fixed,y_skin_cat__UN_GHS,y_skin_bin__UN_GHS,y_skin_usable__UN_GHS,y_skin_cat__EU_CLP,y_skin_bin__EU_CLP,y_skin_usable__EU_CLP,y_skin_cat__K_REACH,y_skin_bin__K_REACH,y_skin_usable__K_REACH,y_skin_cat__US_OSHA,y_skin_bin__US_OSHA,y_skin_usable__US_OSHA,y_sens__L0_raw,y_sens__L1_canon,y_sens__L1_fixed,y_sens_cat__UN_GHS,y_sens_bin__UN_GHS,y_sens_usable__UN_GHS,y_sens_cat__EU_CLP,y_sens_bin__EU_CLP,y_sens_usable__EU_CLP,y_sens_cat__K_REACH,y_sens_bin__K_REACH,y_sens_usable__K_REACH,y_sens_cat__US_OSHA,y_sens_bin__US_OSHA,y_sens_usable__US_OSHA
EyeIrritation6pack_PID739,210880-92-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID740,210880-92-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID741,494793-67-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID743,219714-96-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID744,494793-67-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID745,178928-70-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID746,183675-82-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID747,183675-82-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID748,141517-21-7,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID75,834-12-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,3,3,0,3,1,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID750,Permethrin,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID751,135397-30-7,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID756,117428-22-5,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID757,14808-60-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID76,129909-90-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID760,97-99-4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID764,153719-23-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID765,Other/Inert Ingredients,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID768,30560-19-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID77,566191-89-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID770,149877-41-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID771,330-54-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID772,2634-33-5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID773,52-51-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID774,57-55-6,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID776,1071-83-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID777,7783-20-2,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID779,60207-90-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID78,33089-61-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID780,108-88-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID781,5234-68-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID783,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID784,138261-41-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID788,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID79,33089-61-1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID790,81335-77-5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID791,110-82-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID792,51-03-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID793,365400-11-9,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID794,179101-81-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID795,7786-80-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID796,119446-68-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID797,1897-45-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID798,124495-18-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID799,124495-18-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID80,82558-50-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,3,3,0,3,1,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID800,5131-66-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID801,72490-01-8,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID802,114-26-1,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID803,57-55-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID804,22248-79-9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID806,1982-69-0,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID808,35554-44-0,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID809,35554-44-0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID81,107534-96-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID810,52645-53-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID811,122008-85-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID812,123-42-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID813,Bispyribac-sodium,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID814,64742-94-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID815,858956-08-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID816,1897-45-6,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID817,1897-45-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID818,119446-68-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID819,8018-01-7,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID822,52-51-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID827,138261-41-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID828,138261-41-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID829,16752-77-5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID830,111991-09-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID831,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID832,79277-27-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID833,36734-19-7,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID834,27176-87-0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID835,7704-34-9,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID837,188489-07-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID838,104206-82-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID839,165252-70-0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID840,1333-86-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID841,7704-34-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID843,7704-34-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID844,7704-34-9,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID852,107534-96-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID853,138261-41-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID854,137-26-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID856,141112-29-0,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID857,53112-28-0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID86,127277-53-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID860,91465-08-6,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID861,165252-70-0,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID863,64-17-5,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID865,874967-67-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID866,874967-67-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID867,138261-41-3,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID868,80844-07-1,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID869,38641-94-0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID87,117428-22-5,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID870,7783-20-2,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID871,1330-20-7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID873,77182-82-2,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
EyeIrritation6pack_PID874,68476-86-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID875,1317-39-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID876,66230-04-4,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID877,138261-41-3,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID891,111991-09-4,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID892,2008-39-1,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID893,56425-91-3,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID896,148477-71-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID897,203313-25-1,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID899,118134-30-8,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID900,93-15-2,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID901,131860-33-8,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID903,1689-99-2,2A,2A,0,2A,1,1,2A,1,1,2A,1,1,2A,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID905,64742-95-6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID907,84087-01-4,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
EyeIrritation6pack_PID908,178928-70-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID914,240494-70-6,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID915,121-75-5,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
EyeIrritation6pack_PID916,7704-34-9,2B,2B,0,2B,1,1,Not classified,0,1,2B,1,1,2B,1,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,NC,NC,0,Not classified,0,1,Not classified,0,1,Not classified,0,1,Not classified,0,1
